date,state,district,pincode,bio_age_5_17,bio_age_17_
01-07-2025,West Bengal,Purulia,723143,44,97
01-07-2025,Bihar,Gaya,824236,337,476
01-07-2025,Andhra Pradesh,Tirupati,517507,31,47
01-07-2025,Maharashtra,Washim,444409,16,23
01-07-2025,Maharashtra,Ahmed Nagar,422604,10,23
01-07-2025,Tamil Nadu,Erode,638152,30,71
01-07-2025,Kerala,Thrissur,680689,37,48
01-07-2025,Telangana,Khammam,507183,28,32
01-07-2025,West Bengal,Hooghly,712428,23,11
01-07-2025,Andhra Pradesh,Khammam,507159,19,59
01-07-2025,Karnataka,Chikkamagaluru,577111,13,15
01-07-2025,Rajasthan,Barmer,344026,652,477
01-07-2025,Uttar Pradesh,Kheri,262724,374,97
01-07-2025,Gujarat,Bhavnagar,364270,953,969
01-07-2025,Tamil Nadu,Thoothukkudi,628103,72,212
01-07-2025,Maharashtra,Amravati,444720,196,472
01-07-2025,Rajasthan,Dausa,303303,715,758
01-07-2025,Kerala,Thiruvananthapuram,695523,64,193
01-07-2025,Odisha,Koraput,764081,86,98
01-07-2025,Tamil Nadu,Tiruvallur,602001,160,330
01-07-2025,Kerala,Thiruvananthapuram,695143,47,98
01-07-2025,Uttar Pradesh,Basti,272130,520,250
01-07-2025,Punjab,S.A.S Nagar(Mohali),160055,13,30
01-07-2025,Karnataka,Bengaluru,560084,150,327
01-07-2025,West Bengal,Koch Bihar,736131,45,57
01-07-2025,Odisha,Kendujhar,758031,166,287
01-07-2025,Uttar Pradesh,Amethi,227409,488,591
01-07-2025,Uttar Pradesh,Prayagraj,211008,64,89
01-07-2025,West Bengal,Cooch Behar,736170,97,124
01-07-2025,Odisha,Bhadrak,756127,226,111
01-07-2025,Kerala,Malappuram,679338,181,391
01-07-2025,Gujarat,Ahmedabad,382265,133,118
01-07-2025,Tamil Nadu,Thoothukkudi,628901,20,105
01-07-2025,Andhra Pradesh,Visakhapatnam,531033,113,100
01-07-2025,Orissa,Bhadrak,756129,31,20
01-07-2025,Jharkhand,Dhanbad,828308,24,37
01-07-2025,West Bengal,Kolkata,700029,41,104
01-07-2025,Telangana,Mahabubnagar,509325,60,29
01-07-2025,Telangana,Siddipet,505473,20,35
01-07-2025,Tamil Nadu,Villupuram,606104,19,23
01-07-2025,Telangana,Warangal,506345,43,44
01-07-2025,Orissa,Balangir,767039,21,39
01-07-2025,Tamil Nadu,Thoothukkudi,628722,17,37
01-07-2025,Gujarat,Jamnagar,360480,20,24
01-07-2025,Orissa,Khordha,752055,20,33
01-07-2025,Bihar,Nawada,805125,417,547
01-07-2025,Bihar,Banka,813102,500,719
01-07-2025,Madhya Pradesh,Neemuch,458339,60,75
01-07-2025,Uttar Pradesh,Ballia,277001,827,861
01-07-2025,Maharashtra,Ahmadnagar,414001,1051,1369
01-07-2025,Madhya Pradesh,Anuppur,484446,401,631
01-07-2025,West Bengal,Birbhum,731123,206,206
01-07-2025,Rajasthan,Ganganagar,335002,120,167
01-07-2025,Maharashtra,Akola,444511,144,281
01-07-2025,Rajasthan,Kota,325009,362,168
01-07-2025,Tamil Nadu,Tiruppur,641604,443,779
01-07-2025,Kerala,Ernakulam,683541,44,107
01-07-2025,Karnataka,Mandya,571802,50,110
01-07-2025,Rajasthan,Udaipur,313803,937,378
01-07-2025,Madhya Pradesh,Mauganj,486331,10,61
01-07-2025,Uttar Pradesh,Mathura,281121,204,346
01-07-2025,Arunachal Pradesh,Tirap,792130,65,63
01-07-2025,Meghalaya,Ri Bhoi,793103,70,32
01-07-2025,West Bengal,North 24 Parganas,743122,25,51
01-07-2025,Haryana,Gurgaon,122017,175,245
01-07-2025,Maharashtra,Mumbai City,400018,114,85
01-07-2025,Jharkhand,Palamu,822117,41,58
01-07-2025,Telangana,Khammam,507210,51,14
01-07-2025,Kerala,Palakkad,679504,12,37
01-07-2025,West Bengal,Darjeeling,734315,14,26
01-07-2025,Andhra Pradesh,Krishna,521131,52,56
01-07-2025,Maharashtra,Nagpur,440021,28,25
01-07-2025,Kerala,Kannur,670358,18,27
01-07-2025,Himachal Pradesh,Kullu,175106,10,26
01-07-2025,Meghalaya,East Khasi Hills,793014,22,43
01-07-2025,Assam,Hojai,782435,315,388
01-07-2025,Madhya Pradesh,Gwalior,474003,521,577
01-07-2025,Andhra Pradesh,Prakasam,523225,140,151
01-07-2025,Uttar Pradesh,Azamgarh,276123,326,350
01-07-2025,Odisha,Kendrapara,754215,327,286
01-07-2025,Gujarat,Bhavnagar,364330,127,154
01-07-2025,Andhra Pradesh,Ananthapuramu,515871,149,84
01-07-2025,Maharashtra,Raigarh,402209,172,127
01-07-2025,Uttar Pradesh,Gorakhpur,273401,345,439
01-07-2025,Haryana,Gurgaon,122002,118,243
01-07-2025,Uttar Pradesh,Mathura,281006,389,355
01-07-2025,Uttar Pradesh,Ghazipur,233303,360,218
01-07-2025,Gujarat,Kheda,388235,249,305
01-07-2025,Punjab,Hoshiarpur,144212,77,91
01-07-2025,Karnataka,Davangere,577004,291,596
01-07-2025,Maharashtra,Ahmadnagar,414609,34,58
01-07-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533223,13,17
01-07-2025,Kerala,Thrissur,680568,19,74
01-07-2025,Tamil Nadu,Namakkal,637014,47,147
01-07-2025,Kerala,Alappuzha,689508,21,59
01-07-2025,Tamil Nadu,Tiruvannamalai,631702,70,107
01-07-2025,Odisha,Khorda,752022,70,39
01-07-2025,Kerala,Ernakulam,682033,18,25
01-07-2025,West Bengal,Paschim Bardhaman,713341,10,25
01-07-2025,Andhra Pradesh,Khammam,507211,35,114
01-07-2025,Lakshadweep,Lakshadweep,682553,17,52
01-07-2025,Jharkhand,Sahebganj,816109,656,746
01-07-2025,Uttar Pradesh,Firozabad,283203,3676,2306
01-07-2025,Madhya Pradesh,Satna,485334,226,95
01-07-2025,Uttar Pradesh,Jhansi,284201,501,248
01-07-2025,Maharashtra,Washim,444510,282,493
01-07-2025,Andhra Pradesh,Anantapur,515281,10,57
01-07-2025,Maharashtra,Bid,431131,15,288
01-07-2025,Tamil Nadu,Vellore,632002,234,293
01-07-2025,Maharashtra,Dhule,425427,623,549
01-07-2025,Haryana,Sonipat,131305,66,119
01-07-2025,Maharashtra,Bhandara,441924,161,500
01-07-2025,Rajasthan,Bharatpur,321601,209,170
01-07-2025,West Bengal,Jalpaiguri,735211,157,215
01-07-2025,Gujarat,Mahesana,384205,179,241
01-07-2025,Punjab,Jalandhar,144006,28,49
01-07-2025,Maharashtra,Osmanabad,413623,237,340
01-07-2025,Uttarakhand,Udham Singh Nagar,262311,179,212
01-07-2025,Gujarat,Dahod,389146,364,160
01-07-2025,Tamil Nadu,Sivaganga,630609,37,84
01-07-2025,Gujarat,Kachchh,370135,102,85
01-07-2025,Telangana,K.v. Rangareddy,501203,154,302
01-07-2025,Bihar,Bhagalpur,813223,109,120
01-07-2025,Uttar Pradesh,Faizabad,224133,77,36
01-07-2025,Andhra Pradesh,Krishna,521328,44,63
01-07-2025,Karnataka,Belgaum,591224,70,113
01-07-2025,Andhra Pradesh,Prakasam,523262,36,47
01-07-2025,West Bengal,Bardhaman,713124,14,18
01-07-2025,Madhya Pradesh,Vidisha,464001,1724,1948
01-07-2025,Haryana,Hisar,125049,229,344
01-07-2025,Tamil Nadu,Tiruppur,641607,240,465
01-07-2025,Madhya Pradesh,Ratlam,457222,566,617
01-07-2025,Rajasthan,Jaisalmer,345001,1506,1091
01-07-2025,Punjab,Moga,142043,289,406
01-07-2025,Uttar Pradesh,Mau,275301,283,290
01-07-2025,Rajasthan,Rajsamand,313342,75,62
01-07-2025,West Bengal,North 24 Parganas,700124,134,133
01-07-2025,West Bengal,North 24 Parganas,700059,66,195
01-07-2025,Punjab,Hoshiarpur,144211,298,411
01-07-2025,Maharashtra,Gadchiroli,442710,239,483
01-07-2025,Bihar,Aurangabad,824121,227,324
01-07-2025,Maharashtra,Aurangabad,431120,180,414
01-07-2025,Gujarat,Junagadh,362263,140,214
01-07-2025,Uttar Pradesh,Allahabad,211002,235,350
01-07-2025,West Bengal,North 24 Parganas,743166,192,162
01-07-2025,Telangana,K.v. Rangareddy,501121,84,153
01-07-2025,Tamil Nadu,Kancheepuram,603309,51,74
01-07-2025,Karnataka,Shivamogga,577447,55,15
01-07-2025,Assam,Sibsagar,785671,132,14
01-07-2025,Bihar,Muzaffarpur,843123,179,227
01-07-2025,Tamil Nadu,Thoothukkudi,628206,36,140
01-07-2025,Gujarat,Kheda,387360,83,92
01-07-2025,Kerala,Pathanamthitta,691554,53,148
01-07-2025,West Bengal,Purba Bardhaman,713512,21,52
01-07-2025,Uttarakhand,Almora,263667,40,68
01-07-2025,Tamil Nadu,Nagapattinam,609201,23,41
01-07-2025,Maharashtra,Thane,421306,852,2062
01-07-2025,Rajasthan,Bhilwara,311404,664,514
01-07-2025,Haryana,Panchkula,134114,122,32
01-07-2025,Gujarat,Ahmedabad,382440,595,1156
01-07-2025,Tamil Nadu,Dharmapuri,636903,227,463
01-07-2025,Tamil Nadu,Ariyalur,621714,98,867
01-07-2025,Himachal Pradesh,Kullu,175143,15,28
01-07-2025,Assam,Kamrup Metro,781038,25,34
01-07-2025,Telangana,Adilabad,504214,44,84
01-07-2025,Odisha,Bargarh,768042,737,421
01-07-2025,Uttar Pradesh,Gorakhpur,273158,485,376
01-07-2025,Uttar Pradesh,Rae Bareli,229212,201,104
01-07-2025,Maharashtra,Kolhapur,416010,258,482
01-07-2025,Jharkhand,East Singhbhum,831018,102,211
01-07-2025,West Bengal,Purba Medinipur,721139,248,305
01-07-2025,Delhi,South East Delhi,110025,53,65
01-07-2025,Andhra Pradesh,Prakasam,523116,77,95
01-07-2025,Telangana,K.v. Rangareddy,509335,147,498
01-07-2025,Odisha,Khordha,752027,11,37
01-07-2025,Odisha,Kalahandi,766017,214,249
01-07-2025,West Bengal,Nadia,741501,178,192
01-07-2025,Himachal Pradesh,Kangra,176029,55,142
01-07-2025,Karnataka,Mysore,570022,21,55
01-07-2025,Tamil Nadu,Coimbatore,641018,26,71
01-07-2025,Karnataka,Uttara Kannada,581421,50,63
01-07-2025,Tamil Nadu,Salem,636014,36,130
01-07-2025,West Bengal,Haora,711315,128,109
01-07-2025,Bihar,Buxar,802115,27,51
01-07-2025,Tamil Nadu,Tiruppur,641662,62,153
01-07-2025,Andhra Pradesh,Cuddapah,516309,104,86
01-07-2025,Tamil Nadu,Thoothukkudi,628503,19,42
01-07-2025,Karnataka,Bijapur,586119,44,78
01-07-2025,Madhya Pradesh,East Nimar,450110,19,31
01-07-2025,Punjab,Jalandhar,144302,33,59
01-07-2025,Karnataka,Shivamogga,577226,15,19
01-07-2025,Goa,North Goa,403502,13,78
01-07-2025,Assam,Karbi Anglong,782446,39,90
01-07-2025,Punjab,Amritsar,143109,165,343
01-07-2025,Assam,Majuli,785106,29,57
01-07-2025,Punjab,Gurdaspur,143507,213,374
01-07-2025,Uttar Pradesh,Allahabad,211016,363,455
01-07-2025,Jammu and Kashmir,Srinagar,191123,54,128
01-07-2025,Uttar Pradesh,Varanasi,221201,418,179
01-07-2025,Odisha,Kendrapara,754208,97,139
01-07-2025,Tamil Nadu,Tiruppur,638751,28,100
01-07-2025,Gujarat,Surat,394335,114,101
01-07-2025,West Bengal,Purba Bardhaman,713405,16,34
01-07-2025,Bihar,Banka,813104,322,380
01-07-2025,Maharashtra,Ahmadnagar,423607,20,36
01-07-2025,Andhra Pradesh,Chittoor,517129,63,96
01-07-2025,Rajasthan,Kota,326519,326,205
01-07-2025,Rajasthan,Rajsamand,313202,97,152
01-07-2025,Delhi,South West Delhi,110046,577,667
01-07-2025,Tamil Nadu,Vellore,631102,101,280
01-07-2025,Kerala,Kozhikode,673527,32,125
01-07-2025,Maharashtra,Aurangabad,431133,672,1066
01-07-2025,Karnataka,Dharwad,582208,229,236
01-07-2025,Tamil Nadu,Chennai,600049,197,228
01-07-2025,Telangana,Adilabad,504273,73,52
01-07-2025,Rajasthan,Jalor,343027,234,179
01-07-2025,Tamil Nadu,Tirunelveli,627133,14,53
01-07-2025,Punjab,Pathankot,145026,110,113
01-07-2025,Tamil Nadu,Pudukkottai,622503,35,86
01-07-2025,West Bengal,North 24 Parganas,700118,51,67
01-07-2025,West Bengal,Barddhaman,713303,146,121
01-07-2025,Odisha,Balangir,767048,76,102
01-07-2025,West Bengal,Nadia,741127,101,110
01-07-2025,Odisha,Cuttack,754132,24,36
01-07-2025,Uttar Pradesh,Auraiya,206242,28,23
01-07-2025,Karnataka,Mysore,571108,18,31
01-07-2025,Uttar Pradesh,Faizabad,224188,410,154
01-07-2025,Haryana,Yamuna Nagar,133206,110,320
01-07-2025,Tamil Nadu,Tiruchirappalli,620013,113,388
01-07-2025,Gujarat,Ahmedabad,380015,404,747
01-07-2025,Rajasthan,Jhalawar,326033,623,477
01-07-2025,Maharashtra,Wardha,442102,156,327
01-07-2025,Kerala,Malappuram,676302,223,317
01-07-2025,Odisha,JAJPUR,755004,102,100
01-07-2025,Telangana,Warangal Rural,506006,18,57
01-07-2025,Karnataka,Bengaluru,560015,76,129
01-07-2025,Uttar Pradesh,Saharanpur,247120,563,288
01-07-2025,Rajasthan,Kota,324008,543,334
01-07-2025,Assam,Lakhimpur,784160,133,135
01-07-2025,Tamil Nadu,Chennai,600083,227,337
01-07-2025,Jharkhand,Pakur,816104,340,481
01-07-2025,Uttar Pradesh,Deoria,274502,360,356
01-07-2025,Maharashtra,Sangli,415415,11,30
01-07-2025,Madhya Pradesh,Mandsaur,458556,493,395
01-07-2025,Kerala,Ernakulam,683514,28,93
01-07-2025,Maharashtra,Pune,411025,56,64
01-07-2025,Uttar Pradesh,Farrukhabad,207501,498,124
01-07-2025,Kerala,Kollam,690522,68,106
01-07-2025,Andhra Pradesh,Cuddapah,516228,57,60
01-07-2025,Chhattisgarh,Dhamtari,493776,31,156
01-07-2025,Tamil Nadu,Dharmapuri,636806,125,143
01-07-2025,Andhra Pradesh,Anantapur,515871,89,191
01-07-2025,Gujarat,Gandhinagar,382021,53,67
01-07-2025,Andhra Pradesh,West Godavari,534467,60,55
01-07-2025,Tamil Nadu,Namakkal,637021,35,113
01-07-2025,Kerala,Alappuzha,688541,60,104
01-07-2025,Andhra Pradesh,Nizamabad,503202,14,42
01-07-2025,Andhra Pradesh,Cuddapah,516454,22,21
01-07-2025,Uttar Pradesh,Mahoba,210431,48,15
01-07-2025,Himachal Pradesh,Kangra,176036,27,78
01-07-2025,West Bengal,Haora,711309,31,65
01-07-2025,Gujarat,Narmada,393040,578,693
01-07-2025,Bihar,Khagaria,852161,575,587
01-07-2025,Tamil Nadu,Dharmapuri,636807,184,274
01-07-2025,Tamil Nadu,Salem,637502,280,501
01-07-2025,Karnataka,Bellary,583121,121,150
01-07-2025,Bihar,Madhepura,852113,311,821
01-07-2025,Rajasthan,Jalor,307515,112,129
01-07-2025,Rajasthan,Pratapgarh,327026,265,103
01-07-2025,Uttarakhand,Nainital,263126,170,252
01-07-2025,Uttar Pradesh,Prayagraj,212306,119,79
01-07-2025,Uttar Pradesh,Mirzapur,231314,133,98
01-07-2025,Gujarat,Gir Somnath,362530,168,41
01-07-2025,Maharashtra,Nanded,431809,304,683
01-07-2025,Madhya Pradesh,Sehore,466554,165,300
01-07-2025,Bihar,Saran,841414,206,274
01-07-2025,Andhra Pradesh,Chittoor,517590,156,174
01-07-2025,Rajasthan,Dausa,303004,150,155
01-07-2025,Uttar Pradesh,Sant Kabir Nagar,272164,329,239
01-07-2025,Maharashtra,Mumbai Suburban,400072,527,386
01-07-2025,Andhra Pradesh,Prakasam,523373,75,96
01-07-2025,Gujarat,Sabarkantha,383245,107,112
01-07-2025,Kerala,Ernakulam,683515,36,64
01-07-2025,Andhra Pradesh,Anantapur,515870,23,107
01-07-2025,West Bengal,Cooch Behar,736118,20,18
01-07-2025,Uttar Pradesh,Firozabad,283145,12,40
01-07-2025,Gujarat,Bhavnagar,364760,52,167
01-07-2025,Uttar Pradesh,Sambhal,244410,36,26
01-07-2025,Tamil Nadu,Thanjavur,614204,33,36
01-07-2025,Jammu and Kashmir,Rajouri,185153,53,105
01-07-2025,Telangana,Sangareddy,502313,35,30
01-07-2025,Kerala,Pathanamthitta,689532,22,69
01-07-2025,West Bengal,Bankura,722179,21,12
01-07-2025,Chhattisgarh,Bemetara,491993,401,1196
01-07-2025,Tamil Nadu,Villupuram,606305,52,47
01-07-2025,Maharashtra,Solapur,413208,446,416
01-07-2025,Karnataka,Bidar,585417,162,163
01-07-2025,Karnataka,Haveri,581120,286,169
01-07-2025,Jharkhand,Giridih,825329,12,29
01-07-2025,Kerala,Ernakulam,686661,40,58
01-07-2025,Karnataka,Bangalore Rural,562122,188,199
01-07-2025,West Bengal,North Twenty Four Parganas,700124,25,115
01-07-2025,Bihar,Nawada,805108,58,87
01-07-2025,West Bengal,Howrah,711404,220,106
01-07-2025,Karnataka,Shimoga,577401,50,145
01-07-2025,Bihar,Nalanda,803108,171,276
01-07-2025,Jharkhand,Dhanbad,828122,133,256
01-07-2025,Uttar Pradesh,Jhansi,284306,308,84
01-07-2025,Uttar Pradesh,Hathras,202150,73,40
01-07-2025,Telangana,Nalgonda,508234,41,13
01-07-2025,Andhra Pradesh,Visakhapatnam,531028,83,151
01-07-2025,Gujarat,Anand,388170,102,157
01-07-2025,Bihar,Araria,854201,58,47
01-07-2025,Karnataka,Bangalore,560093,37,93
01-07-2025,West Bengal,Murshidabad,742307,66,71
01-07-2025,Tripura,Dhalai,799287,45,58
01-07-2025,Assam,Marigaon,782410,90,126
01-07-2025,West Bengal,Paschim Bardhaman,713148,41,28
01-07-2025,Rajasthan,Jaipur,302011,29,78
01-07-2025,Tamil Nadu,Kanyakumari,629153,26,34
01-07-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,31,57
01-07-2025,Tamil Nadu,Sivaganga,630501,51,146
01-07-2025,Bihar,Begusarai,851210,90,107
01-07-2025,Odisha,Kendrapara,754219,145,136
01-07-2025,Maharashtra,Amravati,444606,339,1039
01-07-2025,West Bengal,North 24 Parganas,700130,51,58
01-07-2025,Kerala,Kasaragod,671542,101,92
01-07-2025,Tamil Nadu,Salem,636106,104,219
01-07-2025,Karnataka,Vijayapura,586121,40,26
01-07-2025,Odisha,Cuttack,752120,80,33
01-07-2025,Kerala,Ernakulam,682024,100,204
01-07-2025,West Bengal,Puruliya,723147,56,141
01-07-2025,Odisha,Ganjam,761013,143,241
01-07-2025,Kerala,Thrissur,680685,40,60
01-07-2025,Bihar,Lakhisarai,811107,138,211
01-07-2025,Punjab,Barnala,148105,305,396
01-07-2025,Rajasthan,Jaisalmer,345024,233,86
01-07-2025,Madhya Pradesh,Maihar,485881,24,80
01-07-2025,Tamil Nadu,The Nilgiris,643233,55,56
01-07-2025,Tamil Nadu,Tiruvannamalai,606705,51,135
01-07-2025,Rajasthan,Jaipur,303507,49,50
01-07-2025,Bihar,Muzaffarpur,843161,20,32
01-07-2025,Ladakh,Kargil,194105,12,32
01-07-2025,Goa,South Goa,403716,26,42
01-07-2025,Andhra Pradesh,Khammam,507305,25,39
01-07-2025,Andhra Pradesh,Nandyal,518401,41,56
01-07-2025,Tamil Nadu,Villupuram,605752,59,64
01-07-2025,Kerala,Kannur,673316,21,46
01-07-2025,West Bengal,Paschim Bardhaman,713337,18,28
01-07-2025,Kerala,Palakkad,678632,30,38
01-07-2025,Uttar Pradesh,Amroha,244221,1386,1114
01-07-2025,Chhattisgarh,Bilaspur,495001,789,2898
01-07-2025,Rajasthan,Pratapgarh,312403,52,24
01-07-2025,Madhya Pradesh,Mandsaur,458880,804,752
01-07-2025,Andhra Pradesh,East Godavari,533450,321,283
01-07-2025,West Bengal,Nadia,741160,155,252
01-07-2025,Uttar Pradesh,Agra,283119,562,200
01-07-2025,Kerala,Thiruvananthapuram,695612,62,66
01-07-2025,Gujarat,Botad,382245,191,156
01-07-2025,Tamil Nadu,Kanyakumari,629158,27,24
01-07-2025,West Bengal,Howrah,711313,78,63
01-07-2025,Uttar Pradesh,Ghazipur,233224,231,129
01-07-2025,Maharashtra,Amravati,444802,190,341
01-07-2025,Tamil Nadu,Chennai,600102,46,123
01-07-2025,Uttar Pradesh,Lucknow,226017,664,613
01-07-2025,Haryana,Rewari,123412,192,84
01-07-2025,Odisha,Sundergarh,770022,63,70
01-07-2025,Maharashtra,Nanded,431807,141,593
01-07-2025,West Bengal,Purba Medinipur,721603,139,95
01-07-2025,Rajasthan,Jodhpur,342309,417,222
01-07-2025,Rajasthan,Nagaur,341028,329,353
01-07-2025,Odisha,JAJPUR,754205,228,52
01-07-2025,West Bengal,North 24 Parganas,700129,42,62
01-07-2025,Gujarat,Kachchh,370427,57,85
01-07-2025,Bihar,Madhubani,847304,299,331
01-07-2025,Uttarakhand,Dehradun,248141,43,79
01-07-2025,Bihar,Sitamarhi,843311,194,224
01-07-2025,Gujarat,Tapi,394680,35,45
01-07-2025,Tamil Nadu,Villupuram,605102,39,28
01-07-2025,Rajasthan,Jhunjhunun,333705,113,263
01-07-2025,Tamil Nadu,Kanniyakumari,629193,20,55
01-07-2025,Assam,Jorhat,785683,55,11
01-07-2025,Andhra Pradesh,East Godavari,533253,46,48
01-07-2025,Rajasthan,Kota,324004,410,307
01-07-2025,Tamil Nadu,Nagapattinam,611001,129,223
01-07-2025,Uttar Pradesh,Bareilly,243503,2405,626
01-07-2025,Chhattisgarh,Rajnandgaon,491444,324,844
01-07-2025,Jammu and Kashmir,Kathua,184144,233,203
01-07-2025,Rajasthan,Sawai Madhopur,322034,129,113
01-07-2025,Madhya Pradesh,Barwani,451551,2883,2319
01-07-2025,Chhattisgarh,Baloda Bazar,493228,347,941
01-07-2025,Uttar Pradesh,Jaunpur,222002,169,212
01-07-2025,Maharashtra,Hingoli,431542,497,1024
01-07-2025,Haryana,Fatehabad,125111,294,397
01-07-2025,Uttar Pradesh,Auraiya,206246,251,104
01-07-2025,Uttar Pradesh,Ghazipur,233222,585,356
01-07-2025,Tamil Nadu,Tirunelveli,627657,62,222
01-07-2025,Uttar Pradesh,Bijnor,246749,643,404
01-07-2025,Andhra Pradesh,Vizianagaram,535260,87,83
01-07-2025,Maharashtra,Mumbai Suburban,400103,99,79
01-07-2025,West Bengal,Murshidabad,742157,157,205
01-07-2025,Jharkhand,Dumka,814103,101,172
01-07-2025,Telangana,Jangoan,506167,59,92
01-07-2025,Assam,Marigaon,782105,183,144
01-07-2025,Kerala,Kottayam,686006,26,38
01-07-2025,Odisha,Nabarangapur,764061,272,436
01-07-2025,Tamil Nadu,Salem,636108,72,310
01-07-2025,Karnataka,Uttara Kannada,581348,30,22
01-07-2025,West Bengal,Paschim Medinipur,721306,27,42
01-07-2025,Tamil Nadu,Tiruvannamalai,632311,79,101
01-07-2025,Odisha,Balangir,767041,87,86
01-07-2025,Andhra Pradesh,Chittoor,517351,33,44
01-07-2025,Uttar Pradesh,Prayagraj,229413,27,22
01-07-2025,Telangana,Hanumakonda,506004,11,28
01-07-2025,Karnataka,Bengaluru,560074,11,38
01-07-2025,Karnataka,Dharwad,581209,69,75
01-07-2025,Assam,Kamrup,781122,41,22
01-07-2025,Maharashtra,Pune,411008,31,42
01-07-2025,Uttar Pradesh,Bhadohi,221406,19,21
01-07-2025,Uttar Pradesh,Mau,221601,263,216
01-07-2025,Jharkhand,Dhanbad,828304,43,91
01-07-2025,Gujarat,Morbi,363641,930,441
01-07-2025,Rajasthan,Tonk,304803,117,82
01-07-2025,Uttar Pradesh,Maharajganj,273162,891,646
01-07-2025,Maharashtra,Jalgaon,425115,178,238
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201304,380,463
01-07-2025,Telangana,Mahabubnagar,509385,116,290
01-07-2025,Maharashtra,Jalna,431204,1093,1914
01-07-2025,Maharashtra,Nandurbar,425411,403,554
01-07-2025,Chhattisgarh,Balrampur,497220,322,1069
01-07-2025,Rajasthan,Jaipur,303302,242,219
01-07-2025,Karnataka,Yadgir,585221,273,234
01-07-2025,Gujarat,Vadodara,391530,190,191
01-07-2025,Uttar Pradesh,Kannauj,209732,447,209
01-07-2025,Assam,Golaghat,785603,51,16
01-07-2025,Tamil Nadu,Tirunelveli,627010,74,140
01-07-2025,Kerala,Ernakulam,686681,79,282
01-07-2025,Telangana,Karimnagar,505460,123,178
01-07-2025,Kerala,Kannur,670702,346,361
01-07-2025,Assam,Dibrugarh,785676,93,40
01-07-2025,Chhattisgarh,Raigarh,496100,46,378
01-07-2025,Karnataka,Bidar,585328,366,377
01-07-2025,West Bengal,Howrah,711227,145,87
01-07-2025,Andhra Pradesh,Vizianagaram,532122,29,43
01-07-2025,Tamil Nadu,Thiruvarur,612804,28,63
01-07-2025,Tamil Nadu,Madurai,625221,61,105
01-07-2025,Uttarakhand,Tehri Garhwal,249161,184,197
01-07-2025,Punjab,Patiala,140601,58,53
01-07-2025,Tamil Nadu,Kancheepuram,603301,101,179
01-07-2025,Karnataka,Bijapur,586201,21,79
01-07-2025,Andhra Pradesh,Kurnool,518101,41,47
01-07-2025,Maharashtra,Osmanabad,413624,82,167
01-07-2025,Himachal Pradesh,Chamba,176313,28,42
01-07-2025,Jharkhand,Dhanbad,828103,48,54
01-07-2025,West Bengal,Purba Medinipur,721452,119,90
01-07-2025,Tamil Nadu,The Nilgiris,643206,22,30
01-07-2025,Tamil Nadu,Coimbatore,642101,15,38
01-07-2025,Odisha,Sambalpur,768004,72,121
01-07-2025,Tamil Nadu,Kallakurichi,606206,22,40
01-07-2025,Tamil Nadu,Kanniyakumari,629178,17,37
01-07-2025,Kerala,Wayanad,673581,17,50
01-07-2025,West Bengal,Hooghly,712409,293,371
01-07-2025,Tamil Nadu,Coimbatore,641028,101,276
01-07-2025,Maharashtra,Pune,411016,183,259
01-07-2025,Tamil Nadu,Pudukkottai,622303,136,541
01-07-2025,Kerala,Palakkad,678572,36,140
01-07-2025,Rajasthan,Alwar,301701,419,483
01-07-2025,Kerala,Thrissur,680002,27,30
01-07-2025,Karnataka,Yadgir,585201,242,137
01-07-2025,Rajasthan,Kota,324006,427,334
01-07-2025,West Bengal,Cooch Behar,736131,153,159
01-07-2025,Tamil Nadu,Pudukkottai,622209,28,66
01-07-2025,Uttarakhand,Haridwar,247668,156,179
01-07-2025,Kerala,Malappuram,673636,88,170
01-07-2025,Uttar Pradesh,Ayodhya,224208,13,17
01-07-2025,Karnataka,Gulbarga,585211,58,169
01-07-2025,Maharashtra,Raigad,410210,47,151
01-07-2025,Bihar,Jehanabad,804422,177,270
01-07-2025,Tamil Nadu,Thiruvarur,610103,30,135
01-07-2025,Himachal Pradesh,Kangra,176047,78,188
01-07-2025,Tamil Nadu,Cuddalore,606115,23,46
01-07-2025,Andhra Pradesh,East Godavari,533305,29,46
01-07-2025,Tamil Nadu,Erode,638056,41,182
01-07-2025,Karnataka,Uttara Kannada,581347,22,29
01-07-2025,Assam,Cachar,788010,20,24
01-07-2025,Kerala,Kottayam,686555,13,10
01-07-2025,Jharkhand,Garhwa,822120,417,711
01-07-2025,Jammu and Kashmir,Budgam,191111,768,283
01-07-2025,West Bengal,Hooghly,712613,314,203
01-07-2025,Tamil Nadu,Thiruvarur,614102,22,47
01-07-2025,Madhya Pradesh,Hoshangabad,461115,139,162
01-07-2025,Uttar Pradesh,Ambedkar Nagar,224227,175,80
01-07-2025,Rajasthan,Jhunjhunun,333001,611,1027
01-07-2025,Odisha,Sundergarh,769005,58,50
01-07-2025,Odisha,Ganjam,761120,76,92
01-07-2025,Kerala,Malappuram,676106,107,172
01-07-2025,Uttar Pradesh,Bijnor,246732,457,193
01-07-2025,Puducherry,Karaikal,609603,42,49
01-07-2025,Karnataka,Ramanagar,562108,88,139
01-07-2025,West Bengal,North 24 Parganas,743294,262,167
