date,state,district,pincode,bio_age_5_17,bio_age_17_
01-04-2025,Tamil Nadu,Vellore,632104,90,119
01-04-2025,Karnataka,Udupi,576283,47,23
01-04-2025,Kerala,Thrissur,680620,31,30
01-04-2025,Punjab,Amritsar,143119,92,180
01-04-2025,Tamil Nadu,Tiruchirappalli,621314,177,1031
01-04-2025,Uttar Pradesh,Fatehpur,212659,424,179
01-04-2025,Telangana,Nirmal,504202,14,13
01-04-2025,West Bengal,Bankura,722153,58,73
01-04-2025,Uttar Pradesh,Muzaffarnagar,251310,280,120
01-04-2025,Tamil Nadu,Salem,638183,20,44
01-04-2025,West Bengal,North 24 Parganas,743437,58,78
01-04-2025,Tamil Nadu,Thanjavur,614723,20,39
01-04-2025,Assam,Nagaon,782136,334,150
01-04-2025,Tamil Nadu,Salem,636404,110,82
01-04-2025,Maharashtra,Mumbai Suburban,400069,85,86
01-04-2025,Tamil Nadu,Thoothukkudi,628903,73,104
01-04-2025,Andhra Pradesh,Annamayya,516107,13,14
01-04-2025,Maharashtra,Raigarh,410204,18,41
01-04-2025,Kerala,Alappuzha,689627,10,14
01-04-2025,Assam,Dibrugarh,786612,73,18
01-04-2025,Odisha,Khordha,752023,11,53
01-04-2025,Andhra Pradesh,Prakasam,523246,165,27
01-04-2025,Andhra Pradesh,Cuddapah,516504,327,87
01-04-2025,Andhra Pradesh,Guntur,522509,657,181
01-04-2025,Tamil Nadu,Theni,625601,216,201
01-04-2025,Madhya Pradesh,Indore,452010,1478,1333
01-04-2025,Karnataka,Chitradurga,577517,56,64
01-04-2025,Uttar Pradesh,Balrampur,271208,914,395
01-04-2025,Jharkhand,Giridih,815302,470,486
01-04-2025,Bihar,Purnea,854301,78,214
01-04-2025,Punjab,Fazilka,152128,203,197
01-04-2025,Kerala,Kollam,691585,76,98
01-04-2025,Maharashtra,Mumbai City,400037,390,368
01-04-2025,Uttar Pradesh,Rae Bareli,229204,397,167
01-04-2025,Odisha,Mayurbhanj,757091,127,151
01-04-2025,West Bengal,Jalpaiguri,735214,20,34
01-04-2025,Bihar,Saharsa,852221,654,977
01-04-2025,Tamil Nadu,Thiruvarur,609405,54,55
01-04-2025,Uttar Pradesh,Sonbhadra,231208,1543,539
01-04-2025,Kerala,Palakkad,678731,65,66
01-04-2025,Karnataka,Bangalore,560025,14,28
01-04-2025,Punjab,Barnala,148107,133,180
01-04-2025,Gujarat,Rajkot,360035,44,43
01-04-2025,Tamil Nadu,Karur,639004,125,215
01-04-2025,Gujarat,Ahmadabad,380015,10,120
01-04-2025,Madhya Pradesh,Vidisha,464337,394,209
01-04-2025,Punjab,Ludhiana,141110,60,92
01-04-2025,Maharashtra,Raigarh,402306,18,34
01-04-2025,Maharashtra,Mumbai City,400002,40,47
01-04-2025,Rajasthan,Ganganagar,335702,55,76
01-04-2025,Jammu and Kashmir,Ramban,182144,408,327
01-04-2025,Jharkhand,Pakaur,816104,83,85
01-04-2025,Bihar,Rohtas,802213,428,270
01-04-2025,Himachal Pradesh,Shimla,171225,18,42
01-04-2025,Jharkhand,Dhanbad,828126,43,82
01-04-2025,Tamil Nadu,Chennai,600005,314,331
01-04-2025,Gujarat,Mahesana,382820,28,35
01-04-2025,Telangana,Kamareddy,503114,20,29
01-04-2025,Tripura,West Tripura,799005,72,73
01-04-2025,Tamil Nadu,Virudhunagar,626104,41,323
01-04-2025,Goa,North Goa,403530,69,37
01-04-2025,Karnataka,Bidar,585415,30,43
01-04-2025,Tamil Nadu,Tirupattur,635811,32,16
01-04-2025,Uttarakhand,Almora,244715,17,18
01-04-2025,Gujarat,Surat,394352,12,14
01-04-2025,Maharashtra,Mumbai,400097,412,1009
01-04-2025,Bihar,Darbhanga,847203,1366,1449
01-04-2025,Telangana,Warangal,506003,125,48
01-04-2025,Uttarakhand,Haridwar,249407,293,238
01-04-2025,Uttar Pradesh,Etawah,206001,1545,620
01-04-2025,Gujarat,Rajkot,360002,901,893
01-04-2025,Andhra Pradesh,Kurnool,518468,473,89
01-04-2025,Gujarat,Valsad,396007,105,127
01-04-2025,Uttarakhand,Tehri Garhwal,249155,351,559
01-04-2025,Madhya Pradesh,Ujjain,456006,1205,908
01-04-2025,Andhra Pradesh,Chittoor,517403,129,19
01-04-2025,West Bengal,Hooghly,712416,141,178
01-04-2025,Karnataka,Dharwad,580028,232,297
01-04-2025,Bihar,Madhubani,847404,682,845
01-04-2025,Maharashtra,Raigarh,402301,113,191
01-04-2025,Bihar,Gopalganj,841428,920,794
01-04-2025,Maharashtra,Wardha,442302,166,453
01-04-2025,Kerala,Palakkad,678101,77,72
01-04-2025,Tamil Nadu,Coimbatore,641041,103,216
01-04-2025,Andhra Pradesh,Karimnagar,505453,12,33
01-04-2025,West Bengal,Hooghly,712148,191,218
01-04-2025,Rajasthan,Pali,306901,35,86
01-04-2025,Andhra Pradesh,Kurnool,518155,116,17
01-04-2025,Andhra Pradesh,Krishna,521151,331,126
01-04-2025,Tamil Nadu,Virudhunagar,626612,15,22
01-04-2025,West Bengal,Barddhaman,713131,31,22
01-04-2025,Uttar Pradesh,Meerut,250222,285,107
01-04-2025,Tamil Nadu,Thoothukkudi,628902,74,441
01-04-2025,Tamil Nadu,Tiruvannamalai,606753,193,131
01-04-2025,Punjab,Jalandhar,144044,31,51
01-04-2025,Gujarat,Botad,364760,27,15
01-04-2025,Tamil Nadu,Kancheepuram,603319,37,47
01-04-2025,Kerala,Ernakulam,686663,29,69
01-04-2025,Telangana,Karimnagar,505445,74,57
01-04-2025,Tamil Nadu,Vellore,632106,40,47
01-04-2025,Jammu and Kashmir,Jammu,181141,21,39
01-04-2025,Karnataka,Dakshina Kannada,574150,26,26
01-04-2025,Gujarat,Sabarkantha,383240,18,35
01-04-2025,Assam,Karbi Anglong,782447,31,17
01-04-2025,Assam,Jorhat,785682,35,10
01-04-2025,Jharkhand,Dhanbad,826001,877,1324
01-04-2025,Chhattisgarh,Surajpur,497231,133,467
01-04-2025,Chhattisgarh,Raigarh,496450,210,952
01-04-2025,Uttarakhand,Tehri Garhwal,249132,104,127
01-04-2025,Maharashtra,Yavatmal,445303,116,468
01-04-2025,Chhattisgarh,Baloda Bazar,493118,367,2364
01-04-2025,Maharashtra,Jalgaon,424205,194,267
01-04-2025,Madhya Pradesh,Satna,485111,417,345
01-04-2025,Andhra Pradesh,Ananthapur,515110,112,15
01-04-2025,Telangana,Nizamabad,503187,146,197
01-04-2025,Madhya Pradesh,Damoh,470664,1354,530
01-04-2025,Andhra Pradesh,Guntur,522626,65,14
01-04-2025,Rajasthan,Pali,306301,90,118
01-04-2025,West Bengal,Maldah,732205,24,79
01-04-2025,Madhya Pradesh,Shivpuri,473990,639,367
01-04-2025,Andhra Pradesh,Ananthapuramu,515842,335,18
01-04-2025,Tamil Nadu,Coimbatore,641026,96,281
01-04-2025,Maharashtra,Palghar,421303,403,284
01-04-2025,Uttar Pradesh,Mau,275102,208,131
01-04-2025,Karnataka,Dakshina Kannada,574328,25,11
01-04-2025,West Bengal,Birbhum,731241,35,49
01-04-2025,Tamil Nadu,Viluppuram,605602,55,225
01-04-2025,Telangana,Warangal,506330,45,36
01-04-2025,Manipur,Imphal West,795003,62,90
01-04-2025,Gujarat,Jamnagar,361315,62,114
01-04-2025,Tamil Nadu,Nagapattinam,609308,25,32
01-04-2025,Jammu and Kashmir,Doda,182144,11,59
01-04-2025,West Bengal,East Midnapore,721631,68,59
01-04-2025,Arunachal Pradesh,Papum Pare,791110,107,101
01-04-2025,Karnataka,Chikkamagaluru,577124,26,12
01-04-2025,Rajasthan,Sikar,332317,46,100
01-04-2025,Karnataka,Bangalore,560069,13,51
01-04-2025,Rajasthan,Ganganagar,335064,25,28
01-04-2025,West Bengal,Dakshin Dinajpur,733149,13,18
01-04-2025,Maharashtra,Amravati,444804,53,208
01-04-2025,Bihar,West Champaran,845105,1253,1144
01-04-2025,Telangana,K.v. Rangareddy,500037,209,159
01-04-2025,Odisha,Kandhamal,762010,142,174
01-04-2025,Rajasthan,Nagaur,341517,29,69
01-04-2025,Maharashtra,Mumbai City,400007,26,28
01-04-2025,Andhra Pradesh,Warangal,506101,22,129
01-04-2025,Karnataka,Vijayapura,586118,51,50
01-04-2025,Uttar Pradesh,Bulandshahr,202391,179,47
01-04-2025,Haryana,Bhiwani,127032,314,530
01-04-2025,Telangana,Warangal Urban,506013,12,16
01-04-2025,Assam,Nagaon,782144,33,22
01-04-2025,Rajasthan,Sawai Madhopur,322205,70,89
01-04-2025,Kerala,Kasaragod,671313,195,93
01-04-2025,Bihar,Aurangabad,824120,157,196
01-04-2025,Tamil Nadu,Tiruvannamalai,604501,63,50
01-04-2025,Tamil Nadu,Kanniyakumari,629175,28,76
01-04-2025,Odisha,Baleshwar,756040,36,44
01-04-2025,Odisha,Jagatsinghpur,754108,10,50
01-04-2025,Tamil Nadu,Nagapattinam,609309,86,104
01-04-2025,Tamil Nadu,Thoothukkudi,628601,46,85
01-04-2025,Andhra Pradesh,Visakhapatnam,535273,80,136
01-04-2025,Bihar,Muzaffarpur,844111,66,71
01-04-2025,Gujarat,The Dangs,394730,331,429
01-04-2025,West Bengal,Howrah,711104,70,106
01-04-2025,Rajasthan,Jaipur,302029,454,830
01-04-2025,Telangana,K.v. Rangareddy,500092,127,120
01-04-2025,Maharashtra,Parbhani,431536,191,272
01-04-2025,Maharashtra,Nanded,431714,691,1101
01-04-2025,Tamil Nadu,Salem,636403,19,40
01-04-2025,Maharashtra,Buldhana,443201,383,841
01-04-2025,Telangana,Wanaparthy,509105,13,29
01-04-2025,Telangana,Wanaparthy,509131,21,41
01-04-2025,Rajasthan,Hanumangarh,335063,265,598
01-04-2025,Maharashtra,Mumbai,400028,56,213
01-04-2025,Kerala,Ernakulam,686671,91,210
01-04-2025,Maharashtra,Nashik,422013,99,265
01-04-2025,Telangana,Medak,502221,50,77
01-04-2025,Tamil Nadu,Ramanathapuram,623527,70,205
01-04-2025,Gujarat,Panchmahals,389235,18,70
01-04-2025,Tamil Nadu,Villupuram,607107,57,24
01-04-2025,Kerala,Ernakulam,682001,86,113
01-04-2025,Odisha,Mayurbhanj,757019,143,153
01-04-2025,Madhya Pradesh,Narsinghpur,487661,373,330
01-04-2025,Uttar Pradesh,Prayagraj,211016,88,51
01-04-2025,Uttar Pradesh,Jalaun,285201,297,136
01-04-2025,Rajasthan,Sikar,332318,93,178
01-04-2025,West Bengal,Jalpaiguri,735133,103,220
01-04-2025,Uttar Pradesh,Azamgarh,276207,256,183
01-04-2025,West Bengal,Barddhaman,713405,100,84
01-04-2025,Andhra Pradesh,Nellore,524322,311,67
01-04-2025,Odisha,Ganjam,760008,31,44
01-04-2025,Tamil Nadu,Ramanathapuram,623502,27,57
01-04-2025,Uttar Pradesh,Mirzapur,231309,591,224
01-04-2025,Gujarat,Valsad,396235,102,92
01-04-2025,Odisha,JAJPUR,755050,17,18
01-04-2025,Puducherry,Karaikal,609603,31,59
01-04-2025,Assam,Golaghat,785618,24,25
01-04-2025,Telangana,Mahabubnagar,509210,180,280
01-04-2025,Andhra Pradesh,Kurnool,518593,179,54
01-04-2025,Uttar Pradesh,Varanasi,221109,165,210
01-04-2025,West Bengal,North 24 Parganas,743136,24,26
01-04-2025,Kerala,Thrissur,680509,21,30
01-04-2025,Andhra Pradesh,Cuddapah,516247,145,43
01-04-2025,Telangana,Jagitial,505325,38,47
01-04-2025,Rajasthan,Sikar,332002,44,100
01-04-2025,Maharashtra,Amravati,444805,169,397
01-04-2025,Bihar,Rohtas,802216,129,73
01-04-2025,Assam,Nalbari,781312,125,30
01-04-2025,West Bengal,Birbhum,731237,170,309
01-04-2025,Gujarat,Bhavnagar,364240,304,304
01-04-2025,Kerala,Thiruvananthapuram,695104,77,102
01-04-2025,West Bengal,Birbhum,731238,108,144
01-04-2025,Himachal Pradesh,Shimla,171209,32,44
01-04-2025,Kerala,Pathanamthitta,689112,19,26
01-04-2025,Andhra Pradesh,Guntur,522324,205,39
01-04-2025,Uttar Pradesh,Jhansi,284203,127,116
01-04-2025,Assam,Sonitpur,784110,404,112
01-04-2025,Karnataka,Hassan,573141,15,19
01-04-2025,Tamil Nadu,Perambalur,621108,189,137
01-04-2025,Andhra Pradesh,Krishna,521107,51,10
01-04-2025,Tamil Nadu,Nagapattinam,610207,19,36
01-04-2025,West Bengal,South Twenty Four Parganas,700103,20,91
01-04-2025,Tripura,South Tripura,799125,167,172
01-04-2025,Uttar Pradesh,Gorakhpur,273005,159,239
01-04-2025,Kerala,Kottayam,686607,34,48
01-04-2025,Gujarat,Gandhinagar,382855,63,149
01-04-2025,Odisha,Sundargarh,770012,12,65
01-04-2025,Gujarat,Rajkot,364485,59,46
01-04-2025,Uttar Pradesh,Saharanpur,247670,81,50
01-04-2025,Tamil Nadu,Tiruppur,638110,10,11
01-04-2025,Karnataka,Uttara Kannada,581453,35,89
01-04-2025,Andhra Pradesh,Warangal,506356,15,81
01-04-2025,Tamil Nadu,Vellore,632001,665,408
01-04-2025,Tamil Nadu,Viluppuram,607209,42,52
01-04-2025,Haryana,Fatehabad,125106,338,360
01-04-2025,Bihar,Madhepura,853204,130,127
01-04-2025,Karnataka,Chickmagalur,577228,55,114
01-04-2025,Rajasthan,Kota,324005,381,632
01-04-2025,Maharashtra,Jalna,431208,198,327
01-04-2025,Kerala,Kozhikode,673029,22,41
01-04-2025,Karnataka,Mysore,570007,51,119
01-04-2025,Delhi,West Delhi,110087,405,789
01-04-2025,Odisha,Bargarh,768029,298,270
01-04-2025,Kerala,Kannur,670622,73,94
01-04-2025,Karnataka,Bangalore,560027,50,188
01-04-2025,Odisha,Nabarangapur,764078,132,212
01-04-2025,Rajasthan,Rajsamand,305925,21,26
01-04-2025,Tamil Nadu,Chennai,600107,46,146
01-04-2025,Andhra Pradesh,Krishna,521402,160,71
01-04-2025,Gujarat,Mahisagar,388260,194,135
01-04-2025,Telangana,Medak,502335,29,35
01-04-2025,Tamil Nadu,Tirupattur,635852,28,26
01-04-2025,Kerala,Palakkad,678505,36,41
01-04-2025,Odisha,Mayurbhanj,757017,106,127
01-04-2025,Tamil Nadu,Thoothukkudi,628616,15,90
01-04-2025,Assam,Golaghat,785625,29,11
01-04-2025,Madhya Pradesh,Dewas,455116,294,317
01-04-2025,Uttar Pradesh,Lucknow,227105,93,168
01-04-2025,Karnataka,Chitradurga,577557,73,84
01-04-2025,Uttar Pradesh,Jhansi,284419,293,140
01-04-2025,West Bengal,North 24 Parganas,743270,18,30
01-04-2025,Andhra Pradesh,Prakasam,523326,669,131
01-04-2025,Kerala,Kollam,691306,165,232
01-04-2025,Tamil Nadu,Dharmapuri,636904,122,51
01-04-2025,Maharashtra,Mumbai Suburban,400097,361,418
01-04-2025,Karnataka,Bellary,583129,55,68
01-04-2025,Rajasthan,Udaipur,313206,54,54
01-04-2025,Jharkhand,Dumka,816117,156,95
01-04-2025,Kerala,Palakkad,678554,31,46
01-04-2025,Rajasthan,Alwar,301027,134,195
01-04-2025,Telangana,Yadadri.,508116,49,69
01-04-2025,Maharashtra,Pune,412301,315,655
01-04-2025,Tripura,South Tripura,799101,396,398
01-04-2025,Jharkhand,Seraikela-Kharsawan,833101,191,157
01-04-2025,Uttar Pradesh,Etah,207401,670,100
01-04-2025,Uttar Pradesh,Kanpur Nagar,208025,99,138
01-04-2025,Maharashtra,Beed,414204,243,367
01-04-2025,Himachal Pradesh,Mandi,175038,83,107
01-04-2025,Kerala,Kollam,691582,53,37
01-04-2025,Jammu and Kashmir,Anantnag,192129,63,109
01-04-2025,Rajasthan,Chittorgarh,312602,48,60
01-04-2025,Kerala,Palakkad,678103,24,30
01-04-2025,Uttarakhand,Tehri Garhwal,249130,25,36
01-04-2025,West Bengal,North 24 Parganas,700101,30,76
01-04-2025,Karnataka,Udupi,576229,39,17
01-04-2025,Assam,Baksa,781346,297,24
01-04-2025,West Bengal,North 24 Parganas,743442,191,218
01-04-2025,Haryana,Rohtak,124021,140,293
01-04-2025,Rajasthan,Ganganagar,335703,186,333
01-04-2025,Andhra Pradesh,Visakhapatnam,531081,842,123
01-04-2025,Andhra Pradesh,Visakhapatnam,531149,1041,532
01-04-2025,Karnataka,Chitradurga,577521,23,28
01-04-2025,Gujarat,Porbandar,360576,67,115
01-04-2025,Karnataka,Tumakuru,561202,157,141
01-04-2025,Odisha,JAJPUR,754082,28,35
01-04-2025,Maharashtra,Sangli,416402,53,192
01-04-2025,Odisha,Ganjam,760001,152,103
01-04-2025,Odisha,Cuttack,754021,44,44
01-04-2025,Jammu and Kashmir,Leh,194106,14,18
01-04-2025,Himachal Pradesh,Kullu,175136,13,37
01-04-2025,Maharashtra,Nanded,431710,215,447
01-04-2025,Andhra Pradesh,Hyderabad,500036,51,254
01-04-2025,Uttar Pradesh,Kanpur Nagar,208014,219,284
01-04-2025,Haryana,Bhiwani,127041,173,281
01-04-2025,Arunachal Pradesh,Anjaw,792104,68,53
01-04-2025,Andhra Pradesh,Cuddapah,516339,82,15
01-04-2025,Madhya Pradesh,Narsinghpur,487221,363,133
01-04-2025,Odisha,Jajapur,755022,62,86
01-04-2025,Odisha,Ganjam,761037,67,85
01-04-2025,Gujarat,Navsari,396463,36,43
01-04-2025,Maharashtra,Raigad,410210,68,155
01-04-2025,Madhya Pradesh,Neemuch,458118,613,157
01-04-2025,Tamil Nadu,Thanjavur,612104,27,96
01-04-2025,Uttar Pradesh,Gorakhpur,273211,231,305
01-04-2025,Tamil Nadu,Salem,636140,18,53
01-04-2025,Karnataka,Bangalore,560020,17,74
01-04-2025,Kerala,Alappuzha,690513,11,36
01-04-2025,Telangana,Karimnagar,505208,42,49
01-04-2025,Gujarat,Rajkot,360470,48,21
01-04-2025,Andhra Pradesh,Nellore,524222,114,30
01-04-2025,Orissa,Puri,752104,14,35
01-04-2025,Tamil Nadu,Erode,638751,33,80
01-04-2025,Telangana,Warangal,506144,24,10
01-04-2025,Andhra Pradesh,Nizamabad,503245,11,17
01-04-2025,Kerala,Pathanamthitta,689502,16,37
01-04-2025,Uttarakhand,Dehradun,248179,66,105
01-04-2025,Odisha,Sambalpur,768106,318,388
01-04-2025,Karnataka,Belgaum,591136,11,22
01-04-2025,Madhya Pradesh,Raisen,462046,683,417
01-04-2025,Karnataka,Bidar,585416,115,243
01-04-2025,Uttarakhand,Champawat,262309,138,157
01-04-2025,Telangana,Adilabad,504001,280,357
01-04-2025,Uttar Pradesh,Hardoi,241204,1273,486
01-04-2025,Uttarakhand,Haridwar,247661,566,516
01-04-2025,Karnataka,Bengaluru,560048,149,110
01-04-2025,Karnataka,Chikkamagaluru,577127,12,14
01-04-2025,Andhra Pradesh,Srikakulam,532214,298,97
01-04-2025,Madhya Pradesh,Mandsaur,458001,816,489
01-04-2025,Maharashtra,Nagpur,441302,195,778
01-04-2025,Tamil Nadu,Tirunelveli,627719,88,75
01-04-2025,Odisha,Mayurbhanj,757046,134,140
01-04-2025,Tamil Nadu,Karur,639108,30,27
01-04-2025,Odisha,Kendrapara,754140,11,15
01-04-2025,Andhra Pradesh,East Godavari,533254,170,53
01-04-2025,Karnataka,Mysuru,571601,24,17
01-04-2025,Telangana,Adilabad,504313,16,13
01-04-2025,Punjab,Rupnagar,140111,109,188
01-04-2025,Arunachal Pradesh,Papum Pare,791123,57,82
01-04-2025,Tamil Nadu,Thoothukkudi,628905,61,102
01-04-2025,Haryana,Gurgaon,122101,223,270
01-04-2025,Bihar,Samastipur,848503,1133,802
01-04-2025,Karnataka,Mysuru,570026,107,136
01-04-2025,West Bengal,Paschim Medinipur,721129,41,47
01-04-2025,Maharashtra,Pune,412408,72,69
01-04-2025,Madhya Pradesh,Indore,452006,517,334
01-04-2025,Jharkhand,Deoghar,814120,208,166
01-04-2025,Rajasthan,Dungarpur,314028,54,110
01-04-2025,Maharashtra,Mumbai,400006,27,77
01-04-2025,Himachal Pradesh,Kangra,176058,61,80
01-04-2025,Telangana,Warangal,506314,38,27
01-04-2025,Tamil Nadu,Kanniyakumari,629401,25,46
01-04-2025,Assam,Nalbari,781335,19,11
01-04-2025,Assam,Goalpara,783126,120,43
01-04-2025,Tamil Nadu,Tiruchirappalli,620023,16,60
01-04-2025,Tamil Nadu,Tiruchirappalli,621204,20,66
01-04-2025,Andhra Pradesh,Chittoor,517526,199,54
01-04-2025,Karnataka,Dakshina Kannada,574326,65,24
01-04-2025,Uttar Pradesh,Ghaziabad,201102,1764,1801
01-04-2025,Telangana,Mahabubnagar,509357,63,86
01-04-2025,Himachal Pradesh,Hamirpur,177001,118,162
01-04-2025,Tamil Nadu,Virudhunagar,626127,33,49
01-04-2025,Gujarat,Valsad,396055,38,68
01-04-2025,Maharashtra,Beed,431122,1302,2669
01-04-2025,Odisha,Dhenkanal,759025,156,167
01-04-2025,Rajasthan,Sirohi,307512,46,94
01-04-2025,Kerala,Ernakulam,686664,56,141
01-04-2025,Rajasthan,Dausa,303315,134,252
01-04-2025,Maharashtra,Ahmadnagar,413716,74,125
01-04-2025,Gujarat,Patan,384245,275,328
01-04-2025,Manipur,Imphal East,795149,154,118
01-04-2025,Jammu and Kashmir,Jammu,181131,123,164
01-04-2025,Odisha,Sundergarh,770033,345,386
01-04-2025,Karnataka,Dharwad,580032,100,114
01-04-2025,Maharashtra,Nanded,431743,43,195
01-04-2025,Tamil Nadu,Tirunelveli,627755,60,62
01-04-2025,Uttarakhand,Pauri Garhwal,246167,26,40
01-04-2025,Rajasthan,Bhilwara,311805,48,59
01-04-2025,Tamil Nadu,Pudukkottai,622403,51,51
01-04-2025,Tamil Nadu,Salem,636119,105,40
01-04-2025,Himachal Pradesh,Una,174503,23,33
01-04-2025,Kerala,Kozhikode,673580,50,62
01-04-2025,Tamil Nadu,Erode,638460,13,22
01-04-2025,Karnataka,Dakshina Kannada,574259,33,30
01-04-2025,Assam,Karimganj,788711,108,29
01-04-2025,Madhya Pradesh,Khargone,451111,717,534
01-04-2025,Bihar,Madhubani,847402,929,971
01-04-2025,Maharashtra,Sangli,416410,595,1143
01-04-2025,Bihar,Nalanda,803101,1170,1104
01-04-2025,Telangana,Hyderabad,500013,515,564
01-04-2025,Madhya Pradesh,Ratlam,457001,2711,2058
01-04-2025,Maharashtra,Chandrapur,442401,597,1314
01-04-2025,Maharashtra,Raigarh,410218,219,354
01-04-2025,Punjab,Ludhiana,142023,49,84
01-04-2025,Uttar Pradesh,Faizabad,224161,272,100
01-04-2025,Andhra Pradesh,East Godavari,533244,280,88
01-04-2025,Maharashtra,Amravati,444802,87,286
01-04-2025,West Bengal,South Twenty Four Parganas,743357,16,130
01-04-2025,Rajasthan,Jodhpur,342006,224,386
01-04-2025,Chhattisgarh,Gariyaband,493996,81,598
01-04-2025,Bihar,Bhagalpur,812001,426,403
01-04-2025,Bihar,Bhojpur,802161,194,169
01-04-2025,Uttar Pradesh,Kushinagar,274801,183,89
01-04-2025,West Bengal,Birbhum,731244,21,28
01-04-2025,Andhra Pradesh,Anantapur,515124,17,44
01-04-2025,Tamil Nadu,Viluppuram,604202,57,99
01-04-2025,Haryana,Panipat,132107,262,417
01-04-2025,Kerala,Malappuram,676305,106,193
01-04-2025,Andhra Pradesh,Visakhapatnam,531011,506,100
01-04-2025,Tamil Nadu,Tirunelveli,627108,191,641
01-04-2025,Telangana,Adilabad,504346,87,188
01-04-2025,Tamil Nadu,Tirunelveli,627862,110,116
01-04-2025,Bihar,Siwan,841234,133,128
01-04-2025,Karnataka,Uttara Kannada,581344,10,11
01-04-2025,Uttar Pradesh,Faizabad,224133,58,34
01-04-2025,Rajasthan,Dungarpur,314401,47,86
01-04-2025,Uttar Pradesh,Firozabad,205141,308,177
01-04-2025,Uttar Pradesh,Pratapgarh,229410,507,115
01-04-2025,Bihar,Begusarai,851118,162,75
01-04-2025,Assam,South Salmara Mankachar,783127,45,20
01-04-2025,Tamil Nadu,Coimbatore,642104,59,81
01-04-2025,Andhra Pradesh,Tirupati,517102,11,11
01-04-2025,Madhya Pradesh,Chhatarpur,471101,207,155
01-04-2025,Andhra Pradesh,Khammam,507111,16,34
01-04-2025,Karnataka,Ballari,583111,39,30
01-04-2025,Telangana,Sangareddy,502287,12,12
01-04-2025,Assam,Charaideo,785690,58,36
01-04-2025,Meghalaya,South West Khasi Hills,793119,27,33
01-04-2025,Delhi,North West Delhi,110034,1253,1134
01-04-2025,Andhra Pradesh,Kurnool,518302,1067,176
01-04-2025,Himachal Pradesh,Shimla,171201,34,68
01-04-2025,Karnataka,Davangere,577001,378,466
01-04-2025,Kerala,Palakkad,678583,214,292
01-04-2025,Madhya Pradesh,Ashok Nagar,473446,1935,841
01-04-2025,Odisha,Nayagarh,752068,186,217
01-04-2025,Haryana,Jind,126113,255,260
01-04-2025,Maharashtra,Nandurbar,425423,79,243
01-04-2025,Tamil Nadu,Ramanathapuram,623514,37,62
01-04-2025,Uttar Pradesh,Jhansi,284202,556,394
01-04-2025,Manipur,Bishnupur,795133,448,326
01-04-2025,Manipur,Imphal East,795002,106,78
01-04-2025,Tamil Nadu,Villupuram,605105,83,32
01-04-2025,Rajasthan,Bharatpur,321201,163,323
01-04-2025,Kerala,Palakkad,678508,158,201
01-04-2025,Delhi,South West Delhi,110073,551,273
01-04-2025,Andhra Pradesh,Anantapur,515571,45,61
01-04-2025,Telangana,Medak,502280,34,38
01-04-2025,Bihar,Saran,841316,21,32
01-04-2025,Kerala,Kozhikode,673541,69,90
01-04-2025,Bihar,Vaishali,844113,398,484
01-04-2025,Uttar Pradesh,Gonda,271311,612,170
01-04-2025,Andhra Pradesh,Hyderabad,500061,70,260
01-04-2025,Haryana,Kaithal,136044,173,304
01-04-2025,Telangana,Karimnagar,505331,58,56
01-04-2025,Tamil Nadu,Vellore,632004,94,101
01-04-2025,Goa,North Goa,403515,43,48
01-04-2025,Uttar Pradesh,Kheri,262801,149,87
01-04-2025,Tamil Nadu,Kanniyakumari,629165,24,78
01-04-2025,West Bengal,Purba Bardhaman,713103,12,34
01-04-2025,Maharashtra,Kolhapur,416526,88,74
01-04-2025,Sikkim,South Sikkim,737139,72,15
01-04-2025,Himachal Pradesh,Una,177202,11,23
01-04-2025,Uttarakhand,Almora,263637,58,44
01-04-2025,Gujarat,Porbandar,360577,16,19
01-04-2025,Tamil Nadu,Dindigul,624703,57,415
01-04-2025,Bihar,Araria,854327,22,34
01-04-2025,Uttar Pradesh,Prayagraj,212305,41,23
01-04-2025,West Bengal,Barddhaman,713158,11,10
01-04-2025,Gujarat,Gandhinagar,382030,23,19
01-04-2025,Andhra Pradesh,Khammam,507137,10,13
01-04-2025,Meghalaya,East Khasi Hills,793113,46,78
01-04-2025,Assam,Biswanath,784184,29,16
01-04-2025,Jharkhand,Bokaro,829112,268,259
01-04-2025,Punjab,Firozpur,152004,10,54
01-04-2025,Karnataka,Chikkaballapur,563125,311,279
01-04-2025,Gujarat,Banaskantha,385320,213,334
01-04-2025,Delhi,Central Delhi,110008,1442,1496
01-04-2025,Maharashtra,Beed,431517,704,1684
01-04-2025,Madhya Pradesh,Chhatarpur,471411,346,245
01-04-2025,Maharashtra,Ratnagiri,415606,24,93
01-04-2025,Maharashtra,Sangli,416308,95,146
01-04-2025,Karnataka,Haveri,581211,37,76
01-04-2025,Delhi,South West Delhi,110071,514,464
01-04-2025,Madhya Pradesh,Sagar,470118,447,283
01-04-2025,Karnataka,Vijayapura,586117,75,59
01-04-2025,Bihar,Banka,813101,1135,734
01-04-2025,West Bengal,North 24 Parganas,743426,186,228
01-04-2025,Himachal Pradesh,Una,177220,62,97
01-04-2025,Uttar Pradesh,Amroha,244251,746,206
01-04-2025,West Bengal,South 24 Parganas,700142,15,50
01-04-2025,Uttar Pradesh,Kanpur Nagar,209401,244,250
01-04-2025,Tamil Nadu,Villupuram,605501,51,24
