date,state,district,pincode,age_0_5,age_5_17,age_18_greater
01-06-2025,Madhya Pradesh,Jhabua,457661,261,628,10
01-06-2025,Meghalaya,East Khasi Hills,793005,12,85,73
01-06-2025,Meghalaya,South West Khasi Hills,793106,30,65,50
01-06-2025,Assam,West Karbi Anglong,782485,33,46,53
01-06-2025,West Bengal,Darjeeling,734008,10,23,12
01-06-2025,West Bengal,24 Paraganas North,743127,78,59,10
01-06-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,229,290,15
01-06-2025,Madhya Pradesh,Bhopal,462022,170,32,14
01-06-2025,Bihar,Madhubani,847232,133,191,28
01-06-2025,Uttar Pradesh,Bareilly,243202,106,132,16
01-06-2025,Delhi,New Delhi,110003,78,30,16
01-06-2025,Gujarat,Dohad,389155,123,215,17
01-06-2025,Uttar Pradesh,Budaun,243601,210,353,12
01-06-2025,Meghalaya,East Khasi Hills,793108,19,97,53
01-06-2025,Bihar,Pashchim Champaran,845449,140,382,20
01-06-2025,Madhya Pradesh,Dhar,454446,501,305,32
01-06-2025,Uttar Pradesh,Firozabad,283203,1350,565,11
01-06-2025,West Bengal,Darjeeling,734101,28,11,12
01-06-2025,Uttar Pradesh,Sitapur,261135,217,296,10
01-06-2025,Andhra Pradesh,Spsr Nellore,524305,121,46,16
01-06-2025,Haryana,Faridabad,121003,160,70,21
01-06-2025,Haryana,Panipat,132103,776,87,14
01-06-2025,Assam,Cachar,788101,64,42,14
01-06-2025,Assam,Cachar,782448,76,94,29
01-06-2025,Karnataka,Bengaluru Urban,560075,46,41,30
01-06-2025,Rajasthan,Alwar,301001,670,240,13
01-06-2025,Meghalaya,East Khasi Hills,793015,36,302,129
01-06-2025,Rajasthan,Bikaner,331803,210,252,13
01-06-2025,West Bengal,Kolkata,700004,23,19,34
01-06-2025,Assam,Cachar,788104,77,43,11
01-06-2025,Bihar,Saran,841403,114,411,14
01-06-2025,Andhra Pradesh,Spsr Nellore,524201,222,65,45
01-06-2025,Bihar,Pashchim Champaran,845451,170,306,16
01-06-2025,Maharashtra,Dhule,425405,315,216,13
01-06-2025,Meghalaya,South West Garo Hills,794106,33,39,19
01-06-2025,Andhra Pradesh,Spsr Nellore,524411,54,36,19
01-06-2025,Meghalaya,West Garo Hills,794001,15,77,16
01-06-2025,Karnataka,Bengaluru Urban,560038,28,22,20
01-06-2025,Uttar Pradesh,Ghaziabad,201005,209,195,16
01-06-2025,Bihar,Bhagalpur,813210,181,280,19
01-06-2025,Uttar Pradesh,Saharanpur,247001,929,585,14
01-06-2025,Madhya Pradesh,Bhind,477116,129,113,11
01-06-2025,Uttar Pradesh,Unnao,209821,96,169,36
01-06-2025,Assam,Cachar,788107,68,54,25
01-06-2025,Manipur,Churachandpur,795128,91,499,13
01-06-2025,Bihar,Darbhanga,847121,255,183,10
01-06-2025,Uttar Pradesh,Sitapur,261207,89,151,14
01-06-2025,Meghalaya,West Jaintia Hills,793151,47,319,168
01-06-2025,Assam,Marigaon,782412,22,13,10
01-06-2025,Delhi,South Delhi,110024,41,16,13
01-06-2025,Jharkhand,Lohardaga,835302,165,174,21
01-06-2025,Bihar,Sitamarhi,843330,154,209,139
01-06-2025,Uttar Pradesh,Kanpur Nagar,209402,40,71,16
01-06-2025,Karnataka,Bengaluru Urban,560061,143,89,24
01-06-2025,Uttar Pradesh,Ayodhya,224188,38,32,12
01-06-2025,Madhya Pradesh,Shivpuri,473551,326,430,27
01-06-2025,Gujarat,Vadodara,391240,72,15,11
01-06-2025,Tamil Nadu,Salem,636015,79,27,19
01-06-2025,Maharashtra,Pune,411014,142,83,11
01-06-2025,Uttar Pradesh,Agra,282003,86,95,15
01-06-2025,Assam,Dibrugarh,786010,146,21,17
01-06-2025,Bihar,Purbi Champaran,845433,171,501,44
01-06-2025,Haryana,Gurugram,122001,472,172,38
01-06-2025,West Bengal,Alipurduar,735211,89,125,10
01-06-2025,Delhi,North West Delhi,110085,371,88,10
01-06-2025,Assam,Lakhimpur,787032,59,53,25
01-06-2025,Rajasthan,Bhilwara,311001,368,86,10
01-06-2025,Uttar Pradesh,Hardoi,241124,315,382,11
01-06-2025,Assam,Dhubri,783348,184,123,11
01-06-2025,Assam,Kamrup,781354,133,51,23
01-06-2025,Uttar Pradesh,Mathura,272153,240,609,12
01-06-2025,Delhi,South Delhi,110017,126,45,20
01-06-2025,Maharashtra,Thane,400709,88,32,12
01-06-2025,Meghalaya,West Jaintia Hills,793150,128,589,335
01-06-2025,Andhra Pradesh,Spsr Nellore,524308,53,21,11
01-06-2025,Karnataka,Bengaluru Urban,560037,124,137,168
01-06-2025,West Bengal,Jalpaiguri,735202,15,78,18
01-06-2025,West Bengal,Kolkata,700039,78,117,10
01-06-2025,Assam,Dibrugarh,786101,156,24,11
01-06-2025,Jharkhand,Khunti,835216,91,148,11
01-06-2025,Karnataka,Bengaluru Urban,560076,159,136,57
01-06-2025,Telangana,Medchal Malkajgiri,500072,159,119,20
01-06-2025,Assam,Sivasagar,785640,37,33,10
01-06-2025,Gujarat,Dohad,389175,93,87,20
01-06-2025,Andhra Pradesh,Spsr Nellore,524309,44,23,13
01-06-2025,Bihar,Patna,801110,102,366,18
01-06-2025,Haryana,Hisar,125001,350,46,10
01-06-2025,Madhya Pradesh,Alirajpur,457990,165,277,43
01-06-2025,Assam,Marigaon,782104,32,19,11
01-06-2025,Assam,Jorhat,785630,24,19,13
01-06-2025,Uttar Pradesh,Aligarh,202001,725,741,27
01-06-2025,Tamil Nadu,Sivaganga,630302,70,13,10
01-06-2025,Karnataka,Bengaluru Urban,560077,172,148,82
01-06-2025,Assam,Hojai,782446,277,76,11
01-06-2025,Maharashtra,Dhule,424306,161,85,79
01-06-2025,Uttar Pradesh,Banda,210001,324,451,12
01-06-2025,Uttar Pradesh,Siddharth Nagar,272192,103,278,12
01-06-2025,Karnataka,Bengaluru Urban,560034,28,14,11
01-06-2025,Karnataka,Bengaluru Urban,562125,125,72,12
01-06-2025,Karnataka,Bengaluru Urban,560043,228,192,148
01-06-2025,West Bengal,24 Paraganas North,743423,139,73,15
01-06-2025,Karnataka,Bengaluru Rural,560049,193,98,71
01-06-2025,Bihar,Jamui,811301,65,128,10
01-06-2025,Tamil Nadu,Madurai,625106,62,14,12
01-06-2025,Gujarat,Dohad,389151,325,511,27
01-06-2025,Uttar Pradesh,Kheri,261121,154,195,12
01-06-2025,Gujarat,Porbandar,360575,209,57,11
01-06-2025,Andhra Pradesh,Spsr Nellore,524322,54,57,14
01-06-2025,Meghalaya,East Khasi Hills,793121,26,328,211
01-06-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,467,525,60
01-06-2025,Madhya Pradesh,Barwani,451666,673,745,40
01-06-2025,Gujarat,Mahisagar,389260,106,37,18
