date,state,district,pincode,age_0_5,age_5_17,age_18_greater
01-07-2025,Karnataka,Bengaluru Urban,560093,52,30,32
01-07-2025,Uttar Pradesh,Bulandshahr,203131,604,749,11
01-07-2025,Bihar,Banka,813108,148,269,11
01-07-2025,Karnataka,Bengaluru Urban,560010,106,48,24
01-07-2025,Karnataka,Bengaluru Urban,560061,199,97,20
01-07-2025,Maharashtra,Solapur,413307,201,87,12
01-07-2025,Assam,Lakhimpur,787056,43,43,57
01-07-2025,Assam,Golaghat,785613,56,58,20
01-07-2025,Chhattisgarh,Raigarh,496116,420,99,10
01-07-2025,Uttar Pradesh,Varanasi,221112,69,83,10
01-07-2025,Gujarat,Morbi,363330,330,255,22
01-07-2025,Delhi,South Delhi,110030,231,105,21
01-07-2025,Jharkhand,Giridih,815312,566,535,14
01-07-2025,Maharashtra,Akola,444101,390,205,42
01-07-2025,West Bengal,Coochbehar,736165,174,84,32
01-07-2025,Meghalaya,West Khasi Hills,793119,287,1396,855
01-07-2025,Jharkhand,Gumla,835227,199,175,12
01-07-2025,Gujarat,Ahmadabad,380001,419,214,10
01-07-2025,Uttar Pradesh,Agra,283101,112,195,15
01-07-2025,Karnataka,Bengaluru Rural,560067,217,121,122
01-07-2025,West Bengal,24 Paraganas North,700119,116,132,13
01-07-2025,Uttar Pradesh,Bahraich,271801,500,734,49
01-07-2025,Punjab,Ludhiana,141001,384,196,24
01-07-2025,Karnataka,Bengaluru Rural,560049,227,103,70
01-07-2025,Nagaland,Dimapur,797115,49,93,12
01-07-2025,Uttar Pradesh,Sultanpur,222302,143,247,11
01-07-2025,Madhya Pradesh,Chhatarpur,471606,76,171,16
01-07-2025,Bihar,Nawada,805123,56,309,24
01-07-2025,Uttar Pradesh,Sitapur,261001,682,669,17
01-07-2025,Bihar,Purbi Champaran,845437,257,691,11
01-07-2025,Assam,Nagaon,782124,796,276,20
01-07-2025,Goa,North Goa,403001,21,10,11
01-07-2025,Karnataka,Vijayapura,586101,363,77,10
01-07-2025,Uttar Pradesh,Varanasi,221005,119,237,22
01-07-2025,Rajasthan,Sikar,332001,461,178,11
01-07-2025,Madhya Pradesh,Bhind,477660,275,216,21
01-07-2025,Bihar,Pashchim Champaran,845307,210,474,44
01-07-2025,Gujarat,Bhavnagar,364290,305,56,35
01-07-2025,Delhi,North West Delhi,110085,486,141,30
01-07-2025,Bihar,Begusarai,848203,377,372,13
01-07-2025,Assam,Kamrup,781354,305,110,21
01-07-2025,Meghalaya,East Khasi Hills,793022,15,111,60
01-07-2025,Gujarat,Vadodara,390019,251,151,26
01-07-2025,Assam,Sivasagar,785697,28,14,15
01-07-2025,Rajasthan,Churu,331022,343,263,11
01-07-2025,Uttar Pradesh,Shahjahanpur,242307,416,343,10
01-07-2025,Assam,Nagaon,782450,60,86,90
01-07-2025,Uttar Pradesh,Gorakhpur,273209,176,381,11
01-07-2025,Bihar,Patna,801503,230,596,10
01-07-2025,Gujarat,Patan,385360,193,167,29
01-07-2025,West Bengal,Darjeeling,734105,13,20,16
01-07-2025,Assam,Cachar,788815,712,179,30
01-07-2025,Bihar,Purbi Champaran,845302,260,499,20
01-07-2025,Delhi,South Delhi,110016,72,24,20
01-07-2025,Uttar Pradesh,Bahraich,271830,221,516,44
01-07-2025,Bihar,Lakhisarai,811311,450,728,15
01-07-2025,Uttar Pradesh,Shahjahanpur,242301,558,391,10
01-07-2025,Telangana,Ranga Reddy,500079,181,93,10
01-07-2025,Meghalaya,East Garo Hills,794111,41,370,197
01-07-2025,Tamil Nadu,Thiruvallur,600052,261,75,10
01-07-2025,Madhya Pradesh,Barwani,451449,250,226,30
01-07-2025,Madhya Pradesh,Gwalior,475220,259,221,18
01-07-2025,Gujarat,Mahesana,384355,140,54,11
01-07-2025,Bihar,Saran,841301,341,876,12
01-07-2025,Uttar Pradesh,Varanasi,221010,179,276,16
01-07-2025,Rajasthan,Jaipur,302017,260,141,22
01-07-2025,Gujarat,Sabar Kantha,383422,105,382,12
01-07-2025,Gujarat,Dang,394716,86,57,43
01-07-2025,Gujarat,Bhavnagar,364130,104,54,14
01-07-2025,Jharkhand,Giridih,815301,305,386,13
01-07-2025,Telangana,Bhadradri Kothagudem,507123,256,55,11
01-07-2025,Uttar Pradesh,Aligarh,202133,634,596,13
01-07-2025,Madhya Pradesh,Datia,475661,435,384,20
01-07-2025,Maharashtra,Amravati,444601,523,148,13
01-07-2025,Bihar,Nawada,805121,81,381,10
01-07-2025,Assam,Nagaon,782125,302,168,12
01-07-2025,Jharkhand,Ranchi,834003,80,50,14
01-07-2025,Gujarat,Gir Somnath,362268,508,167,19
01-07-2025,Gujarat,Banas Kantha,385545,118,221,30
01-07-2025,West Bengal,24 Paraganas North,743271,36,15,10
01-07-2025,Gujarat,Chhotaudepur,391165,194,260,61
01-07-2025,West Bengal,Darjeeling,734003,118,135,33
01-07-2025,Assam,Cachar,788805,232,34,20
01-07-2025,Uttar Pradesh,Azamgarh,276001,243,593,13
01-07-2025,Uttar Pradesh,Lucknow,226004,137,147,13
01-07-2025,West Bengal,24 Paraganas North,743262,65,29,17
01-07-2025,Uttar Pradesh,Moradabad,244411,34,41,11
01-07-2025,Assam,Chirang,783394,54,38,10
01-07-2025,Uttarakhand,Dehradun,248001,1298,323,10
01-07-2025,Madhya Pradesh,Barwani,451556,251,138,10
01-07-2025,Bihar,Muzaffarpur,843109,291,297,13
01-07-2025,West Bengal,24 Paraganas North,743145,77,78,14
01-07-2025,Chhattisgarh,Balrampur,497118,291,148,15
01-07-2025,Gujarat,Dohad,389151,494,743,91
01-07-2025,Haryana,Faridabad,121004,1528,351,27
01-07-2025,Gujarat,Porbandar,360575,323,44,29
01-07-2025,West Bengal,Kolkata,700007,34,60,10
01-07-2025,Bihar,Purbi Champaran,845303,160,552,31
01-07-2025,Uttar Pradesh,Unnao,209861,271,347,15
01-07-2025,Mizoram,Champhai,796321,95,57,20
01-07-2025,Rajasthan,Hanumangarh,335523,456,284,11
01-07-2025,Meghalaya,West Jaintia Hills,793150,150,602,482
01-07-2025,Uttar Pradesh,Balrampur,271604,261,944,15
01-07-2025,Gujarat,Kachchh,370150,37,37,10
01-07-2025,Maharashtra,Thane,421302,1309,905,24
01-07-2025,Uttar Pradesh,Fatehpur,212657,229,205,13
01-07-2025,Maharashtra,Thane,401107,399,469,20
01-07-2025,Madhya Pradesh,Chhatarpur,471318,252,183,10
01-07-2025,Kerala,Kannur,670003,17,38,15
01-07-2025,Uttar Pradesh,Chandauli,232101,365,555,37
01-07-2025,Punjab,Tarn Taran,143401,341,34,11
01-07-2025,Bihar,Gaya,823001,179,677,10
01-07-2025,Karnataka,Bengaluru Urban,560046,54,25,10
01-07-2025,Assam,Tinsukia,786160,68,15,15
01-07-2025,Delhi,South Delhi,110024,56,25,23
01-07-2025,Gujarat,Gir Somnath,362720,324,68,21
01-07-2025,Delhi,New Delhi,110003,131,66,15
01-07-2025,Maharashtra,Pune,413102,305,104,24
01-07-2025,Meghalaya,West Garo Hills,794002,84,434,410
01-07-2025,Maharashtra,Hingoli,431513,680,216,37
01-07-2025,Assam,Cachar,788102,80,50,21
01-07-2025,Madhya Pradesh,Gwalior,474001,761,363,58
01-07-2025,Bihar,Pashchim Champaran,845449,180,482,38
01-07-2025,Assam,Majuli,785104,154,45,11
01-07-2025,West Bengal,Alipurduar,736206,89,80,10
01-07-2025,Gujarat,Banas Kantha,385330,171,265,19
01-07-2025,Chhattisgarh,Sukma,494114,42,90,17
01-07-2025,West Bengal,Darjeeling,734101,57,41,18
01-07-2025,Uttar Pradesh,Bahraich,271855,655,992,112
01-07-2025,Uttar Pradesh,Sitapur,261208,324,355,22
01-07-2025,Gujarat,Surendranagar,363310,335,331,31
01-07-2025,Uttar Pradesh,Varanasi,221101,251,597,18
01-07-2025,Assam,Barpeta,781314,688,155,21
01-07-2025,Uttar Pradesh,Kanpur Dehat,209204,120,187,10
01-07-2025,Punjab,Ludhiana,142026,106,25,20
01-07-2025,Maharashtra,Nashik,423203,1476,1183,41
01-07-2025,Assam,Cachar,788107,220,70,24
01-07-2025,Uttar Pradesh,Fatehpur,212664,199,192,11
01-07-2025,Maharashtra,Dhule,424306,280,181,26
01-07-2025,Maharashtra,Nagpur,440013,248,69,10
01-07-2025,Meghalaya,West Garo Hills,794101,19,49,53
01-07-2025,Gujarat,Devbhumi Dwarka,360590,43,29,17
01-07-2025,Gujarat,Patan,385340,310,275,30
01-07-2025,Assam,Cachar,788005,262,82,20
01-07-2025,West Bengal,Coochbehar,736135,722,623,45
01-07-2025,Gujarat,Dohad,389155,228,446,84
01-07-2025,Gujarat,Arvalli,383325,225,33,11
01-07-2025,Uttar Pradesh,Kheri,262804,703,575,14
01-07-2025,Maharashtra,Buldhana,443201,373,94,31
01-07-2025,Madhya Pradesh,Sagar,470001,478,156,12
01-07-2025,Bihar,Pashchim Champaran,845454,277,720,17
01-07-2025,Karnataka,Bengaluru Urban,560085,147,62,13
01-07-2025,Maharashtra,Pune,411042,221,87,10
01-07-2025,Madhya Pradesh,Bhopal,462001,918,198,17
01-07-2025,Assam,Kamrup,781102,384,88,11
01-07-2025,Gujarat,Jamnagar,361170,77,21,10
01-07-2025,Assam,Dhemaji,787035,25,10,27
01-07-2025,Uttar Pradesh,Etawah,206001,551,456,16
01-07-2025,Assam,Cachar,788098,140,56,18
01-07-2025,Madhya Pradesh,Ashoknagar,473443,389,392,19
01-07-2025,Madhya Pradesh,Sheopur,476335,261,372,14
01-07-2025,Telangana,Hyderabad,500027,104,45,11
01-07-2025,Assam,Jorhat,785630,62,39,41
01-07-2025,Delhi,Central Delhi,110007,285,89,14
01-07-2025,Maharashtra,Pune,412218,58,30,12
01-07-2025,Telangana,Hyderabad,500047,114,40,18
01-07-2025,Karnataka,Bengaluru Urban,560100,217,178,51
01-07-2025,Gujarat,Panch Mahals,389350,132,72,13
01-07-2025,Uttar Pradesh,Lucknow,226005,108,140,19
01-07-2025,Delhi,West Delhi,110018,753,205,32
01-07-2025,Gujarat,Kheda,388255,209,50,14
01-07-2025,Madhya Pradesh,Ashoknagar,473335,259,275,32
01-07-2025,Bihar,Sitamarhi,843314,337,328,11
01-07-2025,Rajasthan,Ajmer,305001,673,241,18
01-07-2025,Rajasthan,Bundi,323022,121,85,17
01-07-2025,Uttar Pradesh,Varanasi,221104,222,499,22
01-07-2025,Assam,Dibrugarh,786007,230,45,13
01-07-2025,Uttar Pradesh,Gorakhpur,273015,182,415,17
01-07-2025,West Bengal,Alipurduar,736207,75,82,12
01-07-2025,Gujarat,Morbi,363650,109,34,14
01-07-2025,Assam,Golaghat,785611,61,42,34
01-07-2025,Maharashtra,Pune,412210,127,57,21
01-07-2025,Assam,Golaghat,785615,52,18,23
01-07-2025,Delhi,North Delhi,110039,279,118,13
01-07-2025,West Bengal,24 Paraganas North,700110,61,74,10
01-07-2025,Karnataka,Mysuru,571104,20,21,57
01-07-2025,Assam,Cachar,788002,230,74,21
01-07-2025,Uttar Pradesh,Sitapur,261202,429,299,17
01-07-2025,Chhattisgarh,Bijapur,494447,146,108,59
01-07-2025,Madhya Pradesh,Balaghat,481001,288,40,10
01-07-2025,Gujarat,Kachchh,370145,40,103,13
01-07-2025,Punjab,Ludhiana,141003,324,175,51
01-07-2025,Madhya Pradesh,Burhanpur,450331,942,585,81
01-07-2025,Gujarat,Dang,394710,223,50,49
01-07-2025,West Bengal,Coochbehar,736131,126,72,11
01-07-2025,Nagaland,Kohima,797001,74,154,11
01-07-2025,Uttar Pradesh,Fatehpur,212601,495,564,40
01-07-2025,Maharashtra,Mumbai Suburban,400053,96,73,10
01-07-2025,Madhya Pradesh,Indore,452010,751,321,13
01-07-2025,West Bengal,Kolkata,700016,64,93,15
01-07-2025,Andhra Pradesh,Spsr Nellore,524413,29,22,14
01-07-2025,West Bengal,Dinajpur Uttar,733210,1734,979,14
01-07-2025,Telangana,Hyderabad,500056,98,35,10
01-07-2025,Gujarat,Vadodara,391440,196,30,20
01-07-2025,Assam,Dhemaji,787057,224,89,82
01-07-2025,Gujarat,Rajkot,360311,382,131,16
01-07-2025,Uttar Pradesh,Kaushambi,212202,171,216,10
01-07-2025,Telangana,Hyderabad,500008,880,362,15
01-07-2025,Maharashtra,Latur,413517,566,225,28
01-07-2025,Uttar Pradesh,Aligarh,202002,398,461,14
01-07-2025,Uttar Pradesh,Aligarh,262907,133,198,12
01-07-2025,Jharkhand,Ranchi,834002,159,135,23
01-07-2025,Assam,Kamrup Metro,781005,12,49,21
01-07-2025,Gujarat,Anand,388180,99,33,22
01-07-2025,Assam,Barpeta,781305,235,64,21
01-07-2025,Rajasthan,Jodhpur,342001,1292,457,46
01-07-2025,Karnataka,Bengaluru Urban,560045,446,165,24
01-07-2025,Nagaland,Kiphire,798611,46,233,26
01-07-2025,Assam,Dhubri,783337,337,117,15
01-07-2025,Maharashtra,Nashik,422209,167,35,13
01-07-2025,Bihar,Jehanabad,804418,27,219,10
01-07-2025,Rajasthan,Churu,331001,305,196,10
01-07-2025,Madhya Pradesh,Burhanpur,450332,392,310,11
01-07-2025,Bihar,Muzaffarpur,843125,294,335,14
01-07-2025,Meghalaya,East Khasi Hills,793004,36,72,20
01-07-2025,Karnataka,Bengaluru Urban,560016,208,90,64
01-07-2025,Haryana,Faridabad,121001,656,170,15
01-07-2025,Uttar Pradesh,Shahjahanpur,242001,1423,1167,33
01-07-2025,Rajasthan,Sirohi,307026,495,667,38
01-07-2025,Uttar Pradesh,Kanpur Nagar,209206,235,489,18
01-07-2025,Rajasthan,Alwar,301001,1098,512,19
01-07-2025,West Bengal,Dinajpur Dakshin,733124,404,154,16
01-07-2025,Gujarat,Rajkot,363520,216,427,18
01-07-2025,Assam,Tinsukia,786153,22,22,25
01-07-2025,Uttar Pradesh,Gorakhpur,273402,253,391,14
01-07-2025,West Bengal,24 Paraganas North,743248,84,68,14
01-07-2025,Assam,Chirang,783390,684,107,18
01-07-2025,Gujarat,Surat,394210,731,536,22
01-07-2025,Uttar Pradesh,Bahraich,271870,153,235,11
01-07-2025,Assam,Jorhat,785107,40,16,14
01-07-2025,Bihar,Sitamarhi,843324,600,678,216
01-07-2025,Bihar,Kaimur (Bhabua),821108,264,420,10
01-07-2025,Maharashtra,Thane,400612,723,690,15
01-07-2025,Bihar,Bhagalpur,813213,184,358,15
01-07-2025,Gujarat,Anand,388001,167,59,29
01-07-2025,Madhya Pradesh,Alirajpur,457887,103,124,17
01-07-2025,Madhya Pradesh,Alirajpur,457990,180,310,39
01-07-2025,Maharashtra,Nandurbar,425409,481,176,24
01-07-2025,Gujarat,Chhotaudepur,391152,36,42,12
01-07-2025,Meghalaya,South West Khasi Hills,793106,29,91,101
01-07-2025,Meghalaya,South Garo Hills,794107,15,38,36
01-07-2025,Gujarat,Rajkot,360001,226,120,16
01-07-2025,Gujarat,Banas Kantha,385535,742,892,69
01-07-2025,Bihar,Muzaffarpur,843111,307,585,13
01-07-2025,Madhya Pradesh,Khargone,451111,146,68,11
01-07-2025,Bihar,Gaya,824231,133,464,16
01-07-2025,Bihar,Gopalganj,841427,171,373,11
01-07-2025,Gujarat,Chhotaudepur,391125,85,39,11
01-07-2025,West Bengal,Nadia,741126,295,80,15
01-07-2025,Uttar Pradesh,Gorakhpur,273016,139,308,11
01-07-2025,Uttar Pradesh,Kanpur Dehat,209306,193,385,13
01-07-2025,Uttar Pradesh,Unnao,241503,339,354,10
01-07-2025,Assam,Kamrup,781381,72,15,15
01-07-2025,Meghalaya,West Garo Hills,794105,194,243,220
01-07-2025,Assam,Karimganj,788728,75,119,14
01-07-2025,Karnataka,Bengaluru Urban,560075,49,57,23
01-07-2025,Meghalaya,East Khasi Hills,793112,27,83,54
01-07-2025,Madhya Pradesh,Khargone,451115,306,213,14
01-07-2025,West Bengal,Dinajpur Uttar,733129,202,166,69
01-07-2025,West Bengal,Kolkata,700004,23,24,52
01-07-2025,Assam,Cachar,788001,122,55,13
01-07-2025,Uttar Pradesh,Sitapur,261303,452,314,22
01-07-2025,Madhya Pradesh,Khargone,451228,270,103,15
01-07-2025,Madhya Pradesh,East Nimar,450661,189,254,15
01-07-2025,Chhattisgarh,Durg,491001,385,94,16
01-07-2025,Karnataka,Bengaluru Urban,560038,48,25,30
01-07-2025,Karnataka,Bengaluru Urban,560102,80,70,57
01-07-2025,Uttar Pradesh,Kanpur Dehat,209302,309,288,12
01-07-2025,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,396230,360,92,15
01-07-2025,Gujarat,Banas Kantha,385421,140,63,11
01-07-2025,Assam,Golaghat,785601,132,114,120
01-07-2025,Uttar Pradesh,Maharajganj,273157,182,397,11
01-07-2025,West Bengal,Dinajpur Uttar,733134,573,206,21
01-07-2025,Kerala,Thiruvananthapuram,695005,17,23,10
01-07-2025,Telangana,Bhadradri Kothagudem,507115,251,54,12
01-07-2025,Gujarat,Morbi,363642,240,91,47
01-07-2025,Delhi,West Delhi,110059,1538,640,122
01-07-2025,Uttar Pradesh,Muzaffarnagar,251001,634,429,21
01-07-2025,Bihar,Arwal,824235,60,432,13
01-07-2025,Uttar Pradesh,Bahraich,271825,194,260,25
01-07-2025,Meghalaya,West Garo Hills,794001,28,111,42
01-07-2025,Bihar,Sitamarhi,843315,142,250,18
01-07-2025,Uttar Pradesh,Fatehpur,212635,233,192,11
01-07-2025,Mizoram,Saiha,796901,87,48,18
01-07-2025,Gujarat,Botad,363421,170,78,16
01-07-2025,Telangana,Hyderabad,500040,139,52,12
01-07-2025,Maharashtra,Mumbai,400013,59,15,15
01-07-2025,Assam,Barpeta,781302,167,42,32
01-07-2025,Gujarat,Anand,388625,49,13,11
01-07-2025,Assam,Jorhat,785010,24,15,26
01-07-2025,Karnataka,Bengaluru Urban,560027,60,37,15
01-07-2025,Bihar,Purbi Champaran,845401,323,811,13
01-07-2025,Meghalaya,East Khasi Hills,793108,34,144,87
01-07-2025,Uttar Pradesh,Kanpur Nagar,208001,728,900,31
01-07-2025,Gujarat,Dohad,389170,327,727,34
01-07-2025,Assam,Kamrup Metro,781019,17,28,10
01-07-2025,Assam,Nagaon,782122,395,205,10
01-07-2025,Uttar Pradesh,Aligarh,202129,154,186,11
01-07-2025,Uttar Pradesh,Ghaziabad,201102,1140,1286,32
01-07-2025,Uttar Pradesh,Gorakhpur,273412,213,275,15
01-07-2025,Karnataka,Bengaluru Urban,560043,228,202,116
01-07-2025,Madhya Pradesh,Chhatarpur,471311,273,215,14
01-07-2025,Telangana,Hyderabad,500084,180,77,23
01-07-2025,Madhya Pradesh,Khargone,451441,403,397,50
01-07-2025,Assam,Golaghat,785621,103,94,57
01-07-2025,Assam,Golaghat,785619,34,26,12
01-07-2025,Meghalaya,West Garo Hills,794109,49,78,108
01-07-2025,Maharashtra,Osmanabad,413606,275,105,10
01-07-2025,Rajasthan,Bhilwara,311605,179,126,12
01-07-2025,Assam,Golaghat,785702,102,110,93
01-07-2025,Meghalaya,Ri Bhoi,793102,81,430,320
01-07-2025,Maharashtra,Pune,411052,87,17,10
01-07-2025,Madhya Pradesh,Bhind,477116,225,195,32
01-07-2025,Jharkhand,Dhanbad,828113,121,160,11
01-07-2025,Uttar Pradesh,Kasganj,207243,435,660,15
01-07-2025,Gujarat,Patan,384265,289,171,49
01-07-2025,Delhi,West Delhi,110041,961,317,11
01-07-2025,Gujarat,Surat,395010,863,540,21
01-07-2025,Gujarat,Sabar Kantha,383270,168,417,37
01-07-2025,Uttar Pradesh,Mainpuri,205001,586,672,35
01-07-2025,Gujarat,Banas Kantha,385320,341,532,25
01-07-2025,Meghalaya,East Khasi Hills,793113,62,196,104
01-07-2025,Uttar Pradesh,Budaun,243601,648,694,24
01-07-2025,Madhya Pradesh,Bhind,477446,50,75,17
01-07-2025,Gujarat,Rajkot,363440,119,169,16
01-07-2025,Madhya Pradesh,Bhind,477555,112,102,12
01-07-2025,Maharashtra,Pune,412308,181,85,20
01-07-2025,Uttar Pradesh,Meerut,250002,1201,888,16
01-07-2025,Maharashtra,Beed,431122,801,343,35
01-07-2025,West Bengal,Coochbehar,735210,150,289,12
01-07-2025,Rajasthan,Jaipur,302004,281,131,18
01-07-2025,Chhattisgarh,Gaurella Pendra Marwahi,495117,220,105,27
01-07-2025,Maharashtra,Nashik,422303,82,33,13
01-07-2025,Jammu And Kashmir,Shopian,192303,308,84,20
01-07-2025,Maharashtra,Mumbai Suburban,400050,88,49,24
01-07-2025,Gujarat,Arvalli,383315,251,70,11
01-07-2025,West Bengal,Darjeeling,734429,117,133,13
01-07-2025,West Bengal,Nadia,741223,82,60,28
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,837,873,86
01-07-2025,Assam,Dhemaji,787060,256,111,66
01-07-2025,Rajasthan,Jodhpur,342012,39,25,10
01-07-2025,Maharashtra,Mumbai Suburban,400078,296,173,14
01-07-2025,Uttar Pradesh,Kanpur Dehat,209301,181,200,13
01-07-2025,Maharashtra,Pune,411021,110,55,11
01-07-2025,Karnataka,Bengaluru Urban,560091,305,91,12
01-07-2025,Gujarat,Ahmadabad,382350,471,267,16
01-07-2025,Madhya Pradesh,Sehore,466001,557,132,13
01-07-2025,Assam,Dibrugarh,786610,113,40,36
01-07-2025,Nagaland,Dimapur,797103,44,104,10
01-07-2025,Uttar Pradesh,Moradabad,244001,2688,1254,23
01-07-2025,Karnataka,Bengaluru Urban,560036,188,111,46
01-07-2025,Bihar,Saharsa,852127,259,327,18
01-07-2025,Maharashtra,Mumbai,400026,28,10,12
01-07-2025,Uttar Pradesh,Shahjahanpur,242303,409,433,12
01-07-2025,Karnataka,Bengaluru Rural,562110,139,22,13
01-07-2025,Assam,Golaghat,785602,78,36,69
01-07-2025,Assam,Dima Hasao,788819,83,51,14
01-07-2025,Bihar,Purbi Champaran,845418,371,649,21
01-07-2025,Gujarat,Sabar Kantha,383430,90,33,13
01-07-2025,Gujarat,Rajkot,360022,86,45,16
01-07-2025,Uttar Pradesh,Gonda,271401,99,210,15
01-07-2025,Rajasthan,Bhilwara,311804,298,206,10
01-07-2025,Bihar,Sitamarhi,843302,877,931,43
01-07-2025,Bihar,Purbi Champaran,845433,220,623,43
01-07-2025,West Bengal,Dinajpur Dakshin,733125,303,102,18
01-07-2025,Maharashtra,Jalgaon,425001,644,213,33
01-07-2025,Rajasthan,Bharatpur,321001,899,484,10
01-07-2025,Uttar Pradesh,Ghaziabad,245304,387,401,17
01-07-2025,Assam,Goalpara,783132,316,82,18
01-07-2025,Uttar Pradesh,Kannauj,209731,138,203,11
01-07-2025,Maharashtra,Sangli,416410,356,196,12
01-07-2025,Assam,Chirang,783373,60,45,11
01-07-2025,Madhya Pradesh,Khargone,451335,114,90,15
01-07-2025,Karnataka,Bengaluru Urban,560005,89,46,15
01-07-2025,Maharashtra,Nanded,431802,346,66,12
01-07-2025,Rajasthan,Sirohi,307022,507,526,18
01-07-2025,Telangana,Hyderabad,500064,636,190,14
01-07-2025,Assam,Tinsukia,786154,53,30,56
01-07-2025,Meghalaya,East Khasi Hills,793001,38,161,73
01-07-2025,Assam,Kamrup,781101,123,36,11
01-07-2025,Punjab,Ludhiana,141014,61,92,13
01-07-2025,Bihar,Sitamarhi,843317,160,383,69
01-07-2025,Karnataka,Bengaluru Urban,560084,96,51,19
01-07-2025,Bihar,Pashchim Champaran,845106,261,539,18
01-07-2025,Bihar,Purbi Champaran,845301,256,683,98
01-07-2025,Uttar Pradesh,Kheri,262903,143,290,14
01-07-2025,Rajasthan,Bikaner,334001,763,452,30
01-07-2025,Assam,Kamrup,781129,32,14,10
01-07-2025,Delhi,New Delhi,110070,106,71,20
01-07-2025,West Bengal,Nadia,741404,259,72,10
01-07-2025,West Bengal,Dinajpur Uttar,733201,786,350,16
01-07-2025,Madhya Pradesh,Sagar,470117,141,53,17
01-07-2025,Madhya Pradesh,Barwani,451881,129,107,14
01-07-2025,Jharkhand,Dhanbad,828201,173,158,11
01-07-2025,Uttar Pradesh,Kannauj,209722,287,425,18
01-07-2025,Karnataka,Bengaluru Urban,560034,37,28,19
01-07-2025,Maharashtra,Mumbai Suburban,400070,331,260,14
01-07-2025,Delhi,North Delhi,110040,284,191,16
01-07-2025,Gujarat,Surendra Nagar,382775,137,104,10
01-07-2025,Maharashtra,Nanded,431804,236,135,10
01-07-2025,Assam,Barpeta,781308,691,213,48
01-07-2025,Gujarat,Surendra Nagar,382750,113,68,11
01-07-2025,Nagaland,Tuensang,798612,71,177,15
01-07-2025,Gujarat,Sabar Kantha,383215,59,25,10
01-07-2025,Bihar,Nawada,805110,125,496,20
01-07-2025,Jharkhand,Ranchi,834005,68,81,16
01-07-2025,Uttar Pradesh,Agra,283201,359,204,13
01-07-2025,Delhi,Shahdara,110032,545,239,15
01-07-2025,Delhi,New Delhi,110037,173,109,22
01-07-2025,Bihar,Nawada,805109,89,527,12
01-07-2025,Gujarat,Jamnagar,360490,177,29,10
01-07-2025,Gujarat,Patan,384151,288,107,22
01-07-2025,Madhya Pradesh,Gwalior,474005,136,97,10
01-07-2025,Assam,Hailakandi,788161,277,88,20
01-07-2025,Uttar Pradesh,Hardoi,241001,1552,1434,20
01-07-2025,Assam,Jorhat,785635,74,33,87
01-07-2025,Maharashtra,Thane,421301,678,338,10
01-07-2025,Madhya Pradesh,Khargone,451221,184,98,10
01-07-2025,Assam,Kamrup,781123,160,35,15
01-07-2025,Maharashtra,Nandurbar,425414,563,414,24
01-07-2025,Bihar,Purbi Champaran,845305,275,555,142
01-07-2025,Chhattisgarh,Balrampur,497119,244,111,15
01-07-2025,Madhya Pradesh,Khargone,451001,402,147,32
01-07-2025,Assam,Tinsukia,786170,110,75,30
01-07-2025,Assam,Tinsukia,786181,90,71,13
01-07-2025,Karnataka,Bengaluru Urban,560097,159,64,24
01-07-2025,Bihar,Pashchim Champaran,845450,148,338,12
01-07-2025,West Bengal,Birbhum,731204,157,77,24
01-07-2025,Meghalaya,East Jaintia Hills,793160,108,228,182
01-07-2025,Bihar,Sitamarhi,843313,178,225,14
01-07-2025,Delhi,West Delhi,110015,304,107,12
01-07-2025,West Bengal,Kolkata,700006,54,73,22
01-07-2025,West Bengal,Kolkata,700023,102,157,32
01-07-2025,Uttar Pradesh,Saharanpur,247001,2054,852,14
01-07-2025,Maharashtra,Beed,431127,294,248,15
01-07-2025,Jharkhand,Chatra,825103,330,161,10
01-07-2025,Maharashtra,Palghar,401208,324,480,12
01-07-2025,Gujarat,Valsad,396065,581,261,30
01-07-2025,Uttar Pradesh,Varanasi,221109,55,82,10
01-07-2025,Jharkhand,East Singhbum,832105,105,83,17
01-07-2025,Uttar Pradesh,Bahraich,271875,420,327,18
01-07-2025,Uttar Pradesh,Gonda,271503,298,236,14
01-07-2025,Uttar Pradesh,Aligarh,202001,1436,1351,58
01-07-2025,Assam,Dhemaji,787058,211,55,13
01-07-2025,Telangana,Medchal Malkajgiri,500090,250,146,10
01-07-2025,West Bengal,24 Paraganas North,700121,80,64,14
01-07-2025,Delhi,West Delhi,110027,243,95,12
01-07-2025,Madhya Pradesh,Bhind,477227,110,76,12
01-07-2025,Uttar Pradesh,Sitapur,261201,976,827,22
01-07-2025,Gujarat,Panch Mahals,389341,140,82,17
01-07-2025,Uttar Pradesh,Azamgarh,276403,168,448,16
01-07-2025,Rajasthan,Jaipur,302003,339,178,10
01-07-2025,Assam,Dibrugarh,786602,87,53,30
01-07-2025,Madhya Pradesh,Narsinghpur,487118,312,189,13
01-07-2025,Madhya Pradesh,Bhind,477222,146,133,10
01-07-2025,Madhya Pradesh,Morena,476444,143,200,29
01-07-2025,Assam,Goalpara,783126,202,99,14
01-07-2025,Punjab,Hoshiarpur,146001,277,66,22
01-07-2025,Gujarat,Surat,395006,610,303,16
