date,state,district,pincode,bio_age_5_17,bio_age_17_
01-06-2025,Punjab,Jalandhar,144014,17,34
01-06-2025,Maharashtra,Ahmadnagar,413709,289,678
01-06-2025,Tamil Nadu,Pudukkottai,614624,210,457
01-06-2025,Karnataka,Bangalore Rural,562110,262,316
01-06-2025,Rajasthan,Sikar,332718,240,428
01-06-2025,Gujarat,Kachchh,370205,332,323
01-06-2025,Bihar,Madhepura,852101,523,511
01-06-2025,Kerala,Ernakulam,682312,26,47
01-06-2025,Uttar Pradesh,Lalitpur,284123,301,159
01-06-2025,Uttar Pradesh,Aligarh,202138,299,91
01-06-2025,Tamil Nadu,Vellore,632603,58,48
01-06-2025,Maharashtra,Pune,411002,237,475
01-06-2025,Chhattisgarh,Balod,491227,490,3231
01-06-2025,Gujarat,Surendra Nagar,382765,214,140
01-06-2025,Madhya Pradesh,Dhar,454221,833,468
01-06-2025,Rajasthan,Rajsamand,313323,78,103
01-06-2025,Gujarat,Ahmedabad,382330,595,1072
01-06-2025,Kerala,Thrissur,680683,170,204
01-06-2025,Uttar Pradesh,Fatehpur,216221,320,165
01-06-2025,Andhra Pradesh,Hyderabad,500024,41,121
01-06-2025,Tamil Nadu,Virudhunagar,626141,41,66
01-06-2025,Uttar Pradesh,Kannauj,209725,279,126
01-06-2025,Maharashtra,Nashik,422222,60,138
01-06-2025,Karnataka,Belagavi,591243,60,29
01-06-2025,Maharashtra,Pune,411057,218,389
01-06-2025,Chhattisgarh,Kawardha,491888,119,127
01-06-2025,Karnataka,Yadgir,585321,345,309
01-06-2025,Kerala,Palakkad,678555,91,130
01-06-2025,Odisha,Baudh,762016,15,127
01-06-2025,Tamil Nadu,Chennai,600029,89,154
01-06-2025,Tamil Nadu,Dharmapuri,636905,184,163
01-06-2025,Uttar Pradesh,Jalaun,285125,174,119
01-06-2025,Andhra Pradesh,Prakasam,523170,92,29
01-06-2025,Andhra Pradesh,Adilabad,504296,79,195
01-06-2025,Maharashtra,Mumbai,400092,186,425
01-06-2025,Madhya Pradesh,Shajapur,465440,284,246
01-06-2025,Odisha,Mayurbhanj,757085,45,54
01-06-2025,Karnataka,Chikkamagaluru,577116,90,29
01-06-2025,Andhra Pradesh,Adilabad,504214,30,51
01-06-2025,Odisha,Khorda,751015,45,64
01-06-2025,Telangana,Nagarkurnool,509206,12,10
01-06-2025,Tamil Nadu,Tirupattur,635754,43,15
01-06-2025,Tamil Nadu,Chennai,600106,121,338
01-06-2025,Telangana,Hyderabad,500004,166,150
01-06-2025,Karnataka,Udupi,576212,34,24
01-06-2025,Odisha,Kendujhar,758025,175,132
01-06-2025,Himachal Pradesh,Sirmaur,173025,272,351
01-06-2025,Tamil Nadu,Pudukkottai,622001,197,334
01-06-2025,Madhya Pradesh,Chhindwara,480109,30,53
01-06-2025,Tamil Nadu,Tiruchirappalli,620007,113,233
01-06-2025,Uttar Pradesh,Azamgarh,276127,105,124
01-06-2025,Tamil Nadu,Tiruvannamalai,604503,42,67
01-06-2025,Tamil Nadu,Pudukkottai,614801,68,143
01-06-2025,Uttarakhand,Tehri Garhwal,249145,59,109
01-06-2025,Tamil Nadu,Thoothukkudi,628202,36,170
01-06-2025,Karnataka,Hasan,573128,11,19
01-06-2025,Telangana,Medak,502296,166,144
01-06-2025,Tamil Nadu,Cuddalore,607103,103,121
01-06-2025,West Bengal,Howrah,711101,208,370
01-06-2025,Rajasthan,Karauli,322238,144,101
01-06-2025,Assam,Barpeta,781325,78,49
01-06-2025,Maharashtra,Raigarh,402116,29,84
01-06-2025,Chhattisgarh,Narayanpur,494661,585,1744
01-06-2025,Tamil Nadu,Tiruvannamalai,606701,50,74
01-06-2025,Jharkhand,Deoghar,814150,493,374
01-06-2025,Bihar,Saharsa,852221,297,457
01-06-2025,Gujarat,Devbhumi Dwarka,360510,340,122
01-06-2025,Rajasthan,Nagaur,341508,579,556
01-06-2025,Maharashtra,Ratnagiri,415612,336,471
01-06-2025,Jharkhand,Khunti,835210,596,823
01-06-2025,Maharashtra,Pune,411011,149,249
01-06-2025,Gujarat,Ahmedabad,382405,420,877
01-06-2025,Tamil Nadu,Coimbatore,641036,36,93
01-06-2025,Andhra Pradesh,Anantapur,515402,36,36
01-06-2025,Maharashtra,Ahmadnagar,422608,28,77
01-06-2025,Tamil Nadu,Thanjavur,612204,45,180
01-06-2025,Kerala,Kannur,670010,38,68
01-06-2025,Telangana,Jayashankar Bhupalpally,506164,11,13
01-06-2025,Himachal Pradesh,Shimla,171019,10,21
01-06-2025,Tamil Nadu,Viluppuram,607209,33,66
01-06-2025,Karnataka,Mysore,571101,62,135
01-06-2025,Kerala,Kottayam,686537,29,26
01-06-2025,Haryana,Rewari,123110,27,29
01-06-2025,Uttar Pradesh,Ghaziabad,201002,346,581
01-06-2025,Uttar Pradesh,Allahabad,211003,679,716
01-06-2025,Tamil Nadu,Chennai,600015,194,383
01-06-2025,Rajasthan,Dholpur,328021,811,358
01-06-2025,Uttar Pradesh,Etawah,206124,131,120
01-06-2025,Tamil Nadu,Madurai,625017,133,414
01-06-2025,Karnataka,Bengaluru,560018,120,194
01-06-2025,West Bengal,Nadia,741223,81,135
01-06-2025,Maharashtra,Aurangabad,431009,171,216
01-06-2025,Rajasthan,Hanumangarh,335503,88,117
01-06-2025,Andhra Pradesh,Cuddapah,516173,159,77
01-06-2025,Jammu and Kashmir,Punch,185102,403,385
01-06-2025,Madhya Pradesh,Bhind,477105,269,99
01-06-2025,Telangana,Nalgonda,508277,156,66
01-06-2025,Bihar,Samastipur,848130,292,222
01-06-2025,West Bengal,Birbhum,731301,98,96
01-06-2025,Andhra Pradesh,East Godavari,533229,209,76
01-06-2025,Punjab,Fatehgarh Sahib,141411,81,105
01-06-2025,Kerala,Palakkad,678684,124,200
01-06-2025,Tamil Nadu,Kanyakumari,629301,23,19
01-06-2025,Gujarat,Gir Somnath,362269,32,25
01-06-2025,Himachal Pradesh,Mandi,175003,51,74
01-06-2025,Tamil Nadu,Tenkasi,627803,13,15
01-06-2025,Pondicherry,Pondicherry,605013,26,66
01-06-2025,Chhattisgarh,Durg,491225,14,28
01-06-2025,Madhya Pradesh,Narsinghpur,487221,434,199
01-06-2025,Kerala,Ernakulam,683513,115,181
01-06-2025,Karnataka,Belgaum,591143,31,51
01-06-2025,Maharashtra,Solapur,413108,31,58
01-06-2025,Kerala,Kollam,691559,61,182
01-06-2025,Assam,Barpeta,781328,14,10
01-06-2025,Telangana,Adilabad,504302,105,32
01-06-2025,Andhra Pradesh,Parvathipuram Manyam,535534,102,57
01-06-2025,Daman and Diu,Diu,362540,38,19
01-06-2025,Karnataka,Mysuru,571101,78,42
01-06-2025,Gujarat,Mahesana,382710,103,106
01-06-2025,Telangana,Mahabubnagar,509208,328,111
01-06-2025,Andhra Pradesh,West Godavari,534196,73,39
01-06-2025,Himachal Pradesh,Una,177204,67,124
01-06-2025,Rajasthan,Bhilwara,311201,381,271
01-06-2025,Karnataka,Raichur,584140,263,241
01-06-2025,Madhya Pradesh,Shajapur,465223,689,462
01-06-2025,Tamil Nadu,Villupuram,605108,95,74
01-06-2025,Karnataka,Haveri,581106,295,282
01-06-2025,Odisha,Sundergarh,770073,77,40
01-06-2025,Maharashtra,Nanded,431710,262,775
01-06-2025,Chhattisgarh,Jashpur,496227,78,166
01-06-2025,Andhra Pradesh,Ananthapuramu,515402,140,24
01-06-2025,Pondicherry,Pondicherry,605008,34,172
01-06-2025,West Bengal,Jalpaiguri,734006,88,155
01-06-2025,Odisha,Balangir,767033,337,301
01-06-2025,Maharashtra,Raigarh,402104,169,190
01-06-2025,Tamil Nadu,Nagapattinam,609001,144,290
01-06-2025,Rajasthan,Nagaur,341030,90,150
01-06-2025,Andhra Pradesh,East Godavari,533463,209,71
01-06-2025,Karnataka,Chikkaballapur,563159,58,43
01-06-2025,Bihar,Siwan,841235,163,126
01-06-2025,Karnataka,Dakshina Kannada,575030,40,59
01-06-2025,Telangana,Mahabubnagar,509339,345,234
01-06-2025,Uttar Pradesh,Ambedkar Nagar,224137,64,67
01-06-2025,Odisha,Jagatsinghapur,754162,12,21
01-06-2025,Tamil Nadu,Vellore,632055,21,23
01-06-2025,Odisha,Cuttack,753002,110,118
01-06-2025,Gujarat,Amreli,365435,59,58
01-06-2025,Maharashtra,Yavatmal,445210,65,249
01-06-2025,Madhya Pradesh,Raisen,464668,786,287
01-06-2025,Maharashtra,Solapur,413402,100,311
01-06-2025,Tamil Nadu,Namakkal,637020,61,140
01-06-2025,Gujarat,Junagadh,362220,265,343
01-06-2025,Rajasthan,Rajsamand,313331,454,413
01-06-2025,Tamil Nadu,Pudukkottai,614617,37,55
01-06-2025,Kerala,Ernakulam,682503,29,21
01-06-2025,Tamil Nadu,Thiruvarur,614013,27,73
01-06-2025,Kerala,Kannur,670501,110,54
01-06-2025,Kerala,Kollam,691601,239,327
01-06-2025,Madhya Pradesh,Seoni,480999,517,388
01-06-2025,Jammu and Kashmir,Srinagar,190010,74,197
01-06-2025,Assam,Karimganj,788152,22,10
01-06-2025,Andhra Pradesh,Chittoor,517167,233,93
01-06-2025,Gujarat,Kachchh,370415,51,31
01-06-2025,Karnataka,Raichur,584123,569,404
01-06-2025,Tamil Nadu,Cuddalore,606106,185,163
01-06-2025,Gujarat,Vadodara,391445,96,156
01-06-2025,Rajasthan,Jhunjhunun,333307,122,212
01-06-2025,Tamil Nadu,Coimbatore,642129,68,107
01-06-2025,Telangana,Khammam,507301,72,21
01-06-2025,West Bengal,Nadia,741249,71,117
01-06-2025,Tamil Nadu,Vellore,635655,89,83
01-06-2025,Uttarakhand,Pauri Garhwal,246167,33,33
01-06-2025,West Bengal,Barddhaman,713434,57,45
01-06-2025,West Bengal,Birbhum,731241,39,30
01-06-2025,Tamil Nadu,Thanjavur,614210,24,59
01-06-2025,Bihar,Darbhanga,847403,11,10
01-06-2025,Maharashtra,Solapur,413008,73,130
01-06-2025,Andhra Pradesh,Rangareddi,500078,14,94
01-06-2025,Tamil Nadu,Sivaganga,630553,72,37
01-06-2025,Rajasthan,Tonk,304507,78,85
01-06-2025,Andhra Pradesh,Karimnagar,505450,18,19
01-06-2025,Odisha,Jagatsinghpur,754139,14,40
01-06-2025,Madhya Pradesh,Hoshangabad,461223,629,591
01-06-2025,Assam,Nalbari,781126,121,123
01-06-2025,Uttar Pradesh,Pilibhit,262202,451,179
01-06-2025,Bihar,Saharsa,852123,253,447
01-06-2025,Andhra Pradesh,Eluru,534447,72,53
01-06-2025,Punjab,Mansa,151504,339,512
01-06-2025,Chhattisgarh,Durg,490036,177,897
01-06-2025,Assam,Sonitpur,784507,24,13
01-06-2025,Uttar Pradesh,Kheri,261502,351,191
01-06-2025,Uttar Pradesh,Sambhal,244301,322,202
01-06-2025,Punjab,Ludhiana,141007,717,1350
01-06-2025,Tripura,Khowai,799207,151,53
01-06-2025,Maharashtra,Akola,444302,72,397
01-06-2025,Telangana,Karimnagar,505302,254,111
01-06-2025,Maharashtra,Solapur,413252,42,74
01-06-2025,Jammu and Kashmir,Rajouri,185202,158,123
01-06-2025,Goa,North Goa,403103,18,93
01-06-2025,Kerala,Thrissur,680121,58,99
01-06-2025,Punjab,Amritsar,143107,117,257
01-06-2025,Punjab,Gurdaspur,143517,143,252
01-06-2025,Karnataka,Tumkur,572227,45,113
01-06-2025,Maharashtra,Sindhudurg,416612,33,75
01-06-2025,Telangana,Medak,502311,20,10
01-06-2025,West Bengal,Barddhaman,713168,15,15
01-06-2025,Tamil Nadu,Thanjavur,614803,55,76
01-06-2025,Tamil Nadu,Namakkal,637304,32,87
01-06-2025,Maharashtra,Sindhudurg,416805,25,42
01-06-2025,Karnataka,Dakshina Kannada,574211,70,89
01-06-2025,Kerala,Thrissur,680303,76,90
01-06-2025,Tamil Nadu,Nagapattinam,609205,25,38
01-06-2025,Tamil Nadu,Thanjavur,614208,10,48
01-06-2025,Orissa,Balangir,767066,13,40
01-06-2025,Jharkhand,Hazaribagh,829101,20,12
01-06-2025,Punjab,Jalandhar,144033,41,102
01-06-2025,Gujarat,Mahesana,384320,38,29
01-06-2025,Gujarat,Anand,387115,16,23
01-06-2025,Kerala,Thrissur,680654,18,22
01-06-2025,Kerala,Kollam,691590,30,50
01-06-2025,Andhra Pradesh,Tirupati,517619,20,19
01-06-2025,Andhra Pradesh,East Godavari,533104,88,14
01-06-2025,Gujarat,Banaskantha,385210,245,238
01-06-2025,Madhya Pradesh,Singrauli,486881,2040,646
01-06-2025,Uttar Pradesh,Gautam Buddha Nagar,203207,720,763
01-06-2025,Karnataka,Raichur,584129,447,273
01-06-2025,West Bengal,Birbhum,731213,273,219
01-06-2025,Odisha,Angul,759124,195,156
01-06-2025,Andaman and Nicobar Islands,South Andaman,744106,35,46
01-06-2025,Haryana,Sirsa,125104,260,571
01-06-2025,Telangana,Khammam,507303,161,53
01-06-2025,Goa,South Goa,403711,14,16
01-06-2025,Andhra Pradesh,Guntur,522262,189,92
01-06-2025,Telangana,Mancherial,504208,98,101
01-06-2025,Mizoram,Mamit,796431,180,47
01-06-2025,Odisha,Ganjam,761031,127,140
01-06-2025,Madhya Pradesh,Chhindwara,480551,508,519
01-06-2025,Maharashtra,Satara,412803,356,667
01-06-2025,Maharashtra,Amravati,444708,238,977
01-06-2025,Maharashtra,Nashik,422502,215,314
01-06-2025,Maharashtra,Thane,400602,90,277
01-06-2025,Kerala,Kozhikode,673032,17,35
01-06-2025,Tamil Nadu,Villupuram,606204,127,48
01-06-2025,Haryana,Bhiwani,127111,110,310
01-06-2025,Uttar Pradesh,Gonda,271402,175,91
01-06-2025,Assam,Kamrup Metro,781016,25,27
01-06-2025,Kerala,Malappuram,676507,110,162
01-06-2025,Rajasthan,Ganganagar,335021,71,98
01-06-2025,Uttarakhand,Chamoli,246424,79,153
01-06-2025,Karnataka,Dharwad,581103,70,49
01-06-2025,Gujarat,Junagadh,362226,23,39
01-06-2025,Bihar,Sitamarhi,843301,81,98
01-06-2025,Rajasthan,Udaipur,313602,187,266
01-06-2025,Himachal Pradesh,Kangra,176059,27,47
01-06-2025,Karnataka,Bijapur,586123,92,111
01-06-2025,Kerala,Thrissur,680513,34,16
01-06-2025,Rajasthan,Kota,325208,50,36
01-06-2025,Gujarat,Ahmadabad,380013,17,215
01-06-2025,Jammu and Kashmir,Udhampur,182161,21,24
01-06-2025,Bihar,Samastipur,848220,15,19
01-06-2025,Assam,Chirang,783381,11,16
01-06-2025,Rajasthan,Baran,325206,83,140
01-06-2025,Tamil Nadu,Dindigul,624619,180,472
01-06-2025,Andhra Pradesh,Alluri Sitharama Raju,507121,29,16
01-06-2025,Andhra Pradesh,Guntur,522603,250,85
01-06-2025,Uttar Pradesh,Bulandshahr,245409,473,99
01-06-2025,Bihar,Gaya,804404,133,164
01-06-2025,Jharkhand,Ramgarh,829122,204,302
01-06-2025,Jharkhand,Koderma,825109,115,199
01-06-2025,Rajasthan,Kota,326518,122,70
01-06-2025,Maharashtra,Pune,412109,115,141
01-06-2025,Karnataka,Shimoga,577233,21,50
01-06-2025,Maharashtra,Jalna,431504,501,1054
01-06-2025,Bihar,Samastipur,848131,122,116
01-06-2025,Karnataka,Davangere,577004,193,449
01-06-2025,Telangana,Nalgonda,508211,308,199
01-06-2025,Bihar,Siwan,841506,258,276
01-06-2025,Tamil Nadu,Ramanathapuram,623706,44,61
01-06-2025,Odisha,Sambalpur,768200,208,186
01-06-2025,Karnataka,Chickmagalur,577113,30,37
01-06-2025,Uttar Pradesh,Ballia,277213,95,64
01-06-2025,Uttar Pradesh,Gorakhpur,273401,168,264
01-06-2025,Uttar Pradesh,Mathura,281006,266,210
01-06-2025,Maharashtra,Pune,411013,150,180
01-06-2025,Chhattisgarh,Bilaspur,495550,236,576
01-06-2025,Haryana,Gurgaon,122002,110,144
01-06-2025,Gujarat,Kheda,388235,195,211
01-06-2025,Tamil Nadu,Tiruvannamalai,631702,85,79
01-06-2025,West Bengal,Paschim Medinipur,721435,44,109
01-06-2025,Himachal Pradesh,Una,177212,24,39
01-06-2025,Gujarat,Amreli,365480,137,83
01-06-2025,Karnataka,Belgaum,591109,74,51
01-06-2025,Tamil Nadu,Karur,639120,103,184
01-06-2025,Maharashtra,Kolhapur,416122,258,409
01-06-2025,Maharashtra,Ahmadnagar,414609,24,52
01-06-2025,Maharashtra,Ahmadnagar,414305,55,115
01-06-2025,Gujarat,Vadodara,391145,32,97
01-06-2025,Karnataka,Dakshina Kannada,574223,25,29
01-06-2025,Kerala,Kollam,691531,90,175
01-06-2025,Andhra Pradesh,Bapatla,523302,32,14
01-06-2025,Tamil Nadu,Tirunelveli,627104,23,31
01-06-2025,Kerala,Kottayam,686583,19,26
01-06-2025,Gujarat,Panchmahals,389265,42,139
01-06-2025,West Bengal,North 24 Parganas,743425,369,423
01-06-2025,Andhra Pradesh,East Godavari,533240,155,52
01-06-2025,Karnataka,Bengaluru,560060,319,462
01-06-2025,Kerala,Idukki,685561,148,180
01-06-2025,Uttar Pradesh,Rae Bareli,229206,182,131
01-06-2025,Uttar Pradesh,Amroha,244241,686,245
01-06-2025,Gujarat,Morbi,363670,337,145
01-06-2025,Madhya Pradesh,Rewa,486333,430,178
01-06-2025,Telangana,K.v. Rangareddy,500092,159,147
01-06-2025,Madhya Pradesh,Ratlam,457336,236,166
01-06-2025,Tamil Nadu,Nagapattinam,611108,75,63
01-06-2025,Odisha,Baleswar,756059,64,99
01-06-2025,Jharkhand,Hazaribag,825301,27,108
01-06-2025,West Bengal,North 24 Parganas,743446,95,96
01-06-2025,Kerala,Kannur,670594,51,125
01-06-2025,Tamil Nadu,Viluppuram,605104,25,68
01-06-2025,Punjab,Shaheed Bhagat Singh Nagar,144517,155,188
01-06-2025,Tamil Nadu,Sivaganga,630103,11,28
01-06-2025,Gujarat,Bhavnagar,364510,152,214
01-06-2025,Puducherry,Karaikal,609605,40,72
01-06-2025,Karnataka,Bijapur,586103,38,56
01-06-2025,Tamil Nadu,Nagapattinam,611109,35,61
01-06-2025,Haryana,Gurgaon,122009,38,72
01-06-2025,West Bengal,Purba Bardhaman,713130,28,45
01-06-2025,Tamil Nadu,Sivaganga,630610,75,118
01-06-2025,Andhra Pradesh,Cuddapah,516105,210,71
01-06-2025,West Bengal,East Midnapore,721439,75,41
01-06-2025,Meghalaya,East Khasi Hills,793003,16,89
01-06-2025,Odisha,Cuttack,754208,43,30
01-06-2025,Kerala,Malappuram,676542,71,105
01-06-2025,Tamil Nadu,Erode,638103,12,39
01-06-2025,Assam,Kamrup Metro,781036,16,21
01-06-2025,Jharkhand,Hazaribagh,825409,12,10
01-06-2025,West Bengal,East Midnapore,721151,10,10
01-06-2025,Uttar Pradesh,Pilibhit,262122,2196,938
01-06-2025,Telangana,Medak,502210,59,78
01-06-2025,Karnataka,Raichur,584111,491,359
01-06-2025,Bihar,Kaimur (Bhabua),821103,324,261
01-06-2025,Bihar,Aurangabad,824121,240,265
01-06-2025,Maharashtra,Thane,421301,1511,2512
01-06-2025,Bihar,Muzaffarpur,843123,195,160
01-06-2025,Assam,Nagaon,782426,141,562
01-06-2025,Karnataka,Chikkamagaluru,577135,20,13
01-06-2025,Maharashtra,Aurangabad,431120,96,250
01-06-2025,Maharashtra,Gadchiroli,442710,378,570
01-06-2025,Uttar Pradesh,Mau,275301,158,156
01-06-2025,Himachal Pradesh,Una,176601,81,225
01-06-2025,Uttar Pradesh,Saharanpur,247343,38,47
01-06-2025,Maharashtra,Amravati,444905,366,961
01-06-2025,Tamil Nadu,Dindigul,624304,162,639
01-06-2025,Punjab,Moga,142043,235,323
01-06-2025,Chhattisgarh,Bilaspur,495559,92,341
01-06-2025,Andhra Pradesh,Ananthapuramu,515672,191,16
01-06-2025,Rajasthan,Jaipur,303102,153,206
01-06-2025,Tamil Nadu,Vellore,632517,45,92
01-06-2025,Goa,South Goa,403704,45,58
01-06-2025,Jharkhand,Dhanbad,826005,17,42
01-06-2025,Assam,Baksa,781367,50,64
01-06-2025,Gujarat,Valsad,396125,172,143
01-06-2025,Rajasthan,Rajsamand,313342,26,54
01-06-2025,Tamil Nadu,Tiruppur,641687,204,189
01-06-2025,Rajasthan,Bundi,323602,160,184
01-06-2025,Delhi,South West Delhi,110066,59,85
01-06-2025,Andhra Pradesh,N. T. R,521190,19,17
01-06-2025,Jharkhand,Ramgarh,829102,46,62
01-06-2025,Tamil Nadu,Kancheepuram,603309,54,82
01-06-2025,Uttar Pradesh,Bhadohi,221309,23,24
01-06-2025,Manipur,Imphal East,795003,11,20
01-06-2025,Kerala,Thiruvananthapuram,695508,44,55
01-06-2025,Maharashtra,Satara,415504,36,46
01-06-2025,Gujarat,Jamnagar,361345,38,51
01-06-2025,Uttarakhand,Almora,263667,30,50
01-06-2025,Tamil Nadu,Thoothukkudi,628303,27,54
01-06-2025,Telangana,Peddapalli,505187,25,26
01-06-2025,Odisha,Sundargarh,770074,31,47
01-06-2025,West Bengal,Bardhaman,713146,27,54
01-06-2025,Gujarat,Sabarkantha,383345,49,233
01-06-2025,West Bengal,Birbhum,731219,153,181
01-06-2025,Andhra Pradesh,Vizianagaram,535546,242,174
01-06-2025,Odisha,Ganjam,761013,175,192
01-06-2025,Rajasthan,Alwar,301019,135,147
01-06-2025,Bihar,Samastipur,848207,311,327
01-06-2025,Gujarat,Surat,395010,2014,2042
01-06-2025,Uttar Pradesh,Etawah,206131,129,123
01-06-2025,Maharashtra,Amravati,444606,329,935
01-06-2025,Andhra Pradesh,Nandyal,518401,84,57
01-06-2025,Punjab,Ludhiana,141017,24,32
01-06-2025,Mizoram,Saiha,796901,70,90
01-06-2025,Uttar Pradesh,Agra,283105,263,145
01-06-2025,Chhattisgarh,Korba,495442,42,129
01-06-2025,Tamil Nadu,Sivaganga,630501,43,102
01-06-2025,Kerala,Ernakulam,682024,92,167
01-06-2025,Gujarat,Sabarkantha,383255,184,204
01-06-2025,Uttar Pradesh,Jhansi,284302,79,38
01-06-2025,Gujarat,Ahmadabad,380001,32,488
01-06-2025,Rajasthan,Jaipur,303507,30,38
01-06-2025,Rajasthan,Alwar,301411,398,416
01-06-2025,Telangana,K.v. Rangareddy,500060,161,191
01-06-2025,Karnataka,Davangere,577552,147,177
01-06-2025,Tamil Nadu,Tiruvallur,600123,65,82
01-06-2025,Kerala,Kasaragod,671542,122,98
01-06-2025,Kerala,Pathanamthitta,689662,61,80
01-06-2025,Rajasthan,Karauli,322251,364,107
01-06-2025,Maharashtra,Satara,412806,114,134
01-06-2025,West Bengal,Howrah,711103,40,67
01-06-2025,Rajasthan,Udaipur,307025,301,115
01-06-2025,Odisha,Kendrapara,754219,130,145
01-06-2025,Andhra Pradesh,Medak,502032,64,98
01-06-2025,Maharashtra,Amravati,444605,105,281
01-06-2025,Jharkhand,East Singhbhum,831015,88,86
01-06-2025,Andhra Pradesh,Ananthapur,515231,147,53
01-06-2025,Karnataka,Uttara Kannada,581343,89,69
01-06-2025,Andhra Pradesh,Chittoor,517390,126,49
01-06-2025,Punjab,Ferozepur,152005,13,91
01-06-2025,Kerala,Kottayam,686603,39,84
01-06-2025,Karnataka,Tumakuru,572139,54,30
01-06-2025,Kerala,Alappuzha,690527,39,51
01-06-2025,Karnataka,Tumakuru,572227,57,55
01-06-2025,Uttar Pradesh,Meerut,250205,185,118
01-06-2025,Karnataka,Bellary,583201,328,470
01-06-2025,Madhya Pradesh,Damoh,470673,904,364
01-06-2025,Andhra Pradesh,Anantapur,515871,208,184
01-06-2025,Maharashtra,Yavatmal,445215,538,1525
01-06-2025,Rajasthan,Pratapgarh,312605,985,663
01-06-2025,Telangana,Hyderabad,500059,447,516
01-06-2025,Punjab,Kapurthala,144622,91,195
01-06-2025,West Bengal,Hooghly,712138,24,48
01-06-2025,Kerala,Kozhikode,673305,71,55
01-06-2025,Uttar Pradesh,Amroha,244102,131,65
01-06-2025,Madhya Pradesh,Dhar,454441,649,357
01-06-2025,Orissa,Ganjam,761001,12,106
01-06-2025,West Bengal,South 24 Parganas,700066,34,110
01-06-2025,Tamil Nadu,Namakkal,637503,121,697
01-06-2025,Assam,Lakhimpur,784160,96,95
01-06-2025,Uttar Pradesh,Kanpur Nagar,208003,92,175
01-06-2025,Kerala,Alappuzha,690102,18,24
01-06-2025,Kerala,Ernakulam,683571,40,60
01-06-2025,Kerala,Malappuram,676108,53,87
01-06-2025,Karnataka,Bengaluru,560015,70,113
01-06-2025,Gujarat,Surat,394190,62,82
01-06-2025,Tripura,South Tripura,799153,49,126
01-06-2025,Rajasthan,Ajmer,305625,35,22
01-06-2025,Rajasthan,Pratapgarh,312616,120,91
01-06-2025,Andhra Pradesh,Anantapur,515672,38,69
01-06-2025,West Bengal,Kolkata,700052,14,18
01-06-2025,Andhra Pradesh,Prakasam,523279,80,46
01-06-2025,Himachal Pradesh,Kangra,176081,25,42
01-06-2025,Odisha,Baleshwar,756003,14,42
01-06-2025,Maharashtra,Kolhapur,416552,44,148
01-06-2025,Kerala,Kannur,670581,115,230
01-06-2025,Uttar Pradesh,Kanpur Nagar,209202,579,305
01-06-2025,Madhya Pradesh,Dhar,454010,616,612
01-06-2025,Bihar,Patna,800008,429,490
01-06-2025,Assam,Kamrup Metro,781019,22,33
01-06-2025,Rajasthan,Nagaur,341302,93,145
01-06-2025,Jharkhand,Dhanbad,828122,73,209
01-06-2025,Odisha,Jajapur,755026,262,212
01-06-2025,Tamil Nadu,Villupuram,606305,54,28
01-06-2025,Bihar,Sitamarhi,843320,504,508
01-06-2025,Kerala,Kottayam,686508,57,85
01-06-2025,Karnataka,Davangere,577553,125,161
01-06-2025,Tamil Nadu,Tiruchirappalli,621213,57,103
01-06-2025,Uttar Pradesh,Kanpur Nagar,209204,90,42
01-06-2025,Bihar,Nawada,805108,53,69
01-06-2025,Uttar Pradesh,Basti,272127,77,125
01-06-2025,Andhra Pradesh,Visakhapatnam,531085,192,86
01-06-2025,Karnataka,Haveri,581120,159,116
01-06-2025,Maharashtra,Mumbai Suburban,400075,109,131
01-06-2025,Madhya Pradesh,Rewa,486448,449,359
01-06-2025,Kerala,Malappuram,676541,110,109
01-06-2025,Tamil Nadu,Theni,625524,61,84
01-06-2025,Telangana,Nizamabad,503002,220,229
01-06-2025,Odisha,Bhadrak,756117,221,349
01-06-2025,Maharashtra,Sindhudurg,416604,34,84
01-06-2025,Assam,Marigaon,782410,68,96
01-06-2025,Tamil Nadu,Thiruvarur,609502,12,22
01-06-2025,Gujarat,Anand,388170,58,91
01-06-2025,West Bengal,East Midnapore,721139,22,38
01-06-2025,Tamil Nadu,Thanjavur,612101,47,92
01-06-2025,Andhra Pradesh,Prakasam,523117,82,39
01-06-2025,Tripura,Gomati,799116,129,41
01-06-2025,Tamil Nadu,Coimbatore,641012,54,147
01-06-2025,Andhra Pradesh,Ananthapuramu,515261,119,13
01-06-2025,Andhra Pradesh,Anantapur,515212,17,40
01-06-2025,Andhra Pradesh,Nizamabad,503230,40,64
01-06-2025,Andaman and Nicobar Islands,Nicobar,744303,25,27
01-06-2025,Rajasthan,Bharatpur,321401,290,338
01-06-2025,Gujarat,Surat,394410,41,31
01-06-2025,Odisha,Kendrapara,754208,71,100
01-06-2025,Chhattisgarh,Surguja,497116,425,997
01-06-2025,Tamil Nadu,Vellore,631102,171,179
01-06-2025,Andhra Pradesh,Visakhapatnam,530001,663,338
01-06-2025,Maharashtra,Nashik,422009,510,1197
01-06-2025,Kerala,Idukki,685508,28,45
01-06-2025,Uttar Pradesh,Farrukhabad,209621,278,64
01-06-2025,Tamil Nadu,Chennai,600049,174,208
01-06-2025,Telangana,Adilabad,504273,103,29
01-06-2025,Telangana,Narayanpet,509205,24,25
01-06-2025,Tamil Nadu,Vellore,635851,123,175
01-06-2025,Bihar,Sitamarhi,843317,457,477
01-06-2025,Telangana,Medak,502279,129,172
